Player,Position,Team,Prop Type,Prop Value,Opposing Team,Odds Category,Start Time,G,W,L,ERA,SO,K/9,BB/9,K/BB,HR/9,H/9,FG_ID,K%,BB%,K-BB%,AVG Against,WHIP,BABIP,LOB%,ERA-,FIP-,FIP,Four Seamer,Sinker,Curveball,Sweeper,Changeup,Cutter,Slider,Split Finger,Knuckle Curve,Slow Curve,Slurve,Heart_Count,Heart_Pct,Shadow_Count,Shadow_Pct,Chase_Count,Chase_Pct,Waste_Count,Waste_Pct,15_day_fastball_velo,15_day_fastball_spin,15_day_hard_hit_pct,15_day_barrel_pct,15_day_gb_pct,15_day_fb_pct,15_day_ld_pct,30_day_fastball_velo,30_day_fastball_spin,30_day_hard_hit_pct,30_day_barrel_pct,30_day_gb_pct,30_day_fb_pct,30_day_ld_pct,DEC,TBF,ER,IP,SHO,ERA_y,GF,CG,GS,WP,SV,Pitches Thrown,Pitching Outs,Actual Stat,Hit
griffin canning,P,NYM,Pitching Outs,17.0,WSH,base,Tue 7:10 PM,12,6,2,2.9,57,8.69,3.97,2.19,0.92,7.93,19867.0,22.7%,10.4%,12.4%,0.231,1.32,0.284,81.9%,75.0,96.0,3.78,34.0%,0.8%,,,24.7%,2.1%,32.9%,,5.5%,,,274.0,0.264,466.0,0.449,221.0,0.213,76.0,0.073,94.4,2135.0,0.391,0.0,0.304,0.304,0.391,94.22,2153.0,0.438,0.0,0.469,0.281,0.219,,23.0,4.0,5.1,0.0,6.75,0.0,0.0,1.0,0.0,0.0,87.0,16.0,16.0,0.0
griffin canning,P,NYM,Pitcher Strikeouts,5.0,WSH,base,Tue 7:10 PM,12,6,2,2.9,57,8.69,3.97,2.19,0.92,7.93,19867.0,22.7%,10.4%,12.4%,0.231,1.32,0.284,81.9%,75.0,96.0,3.78,34.0%,0.8%,,,24.7%,2.1%,32.9%,,5.5%,,,274.0,0.264,466.0,0.449,221.0,0.213,76.0,0.073,94.4,2135.0,0.391,0.0,0.304,0.304,0.391,94.22,2153.0,0.438,0.0,0.469,0.281,0.219,,23.0,4.0,5.1,0.0,6.75,0.0,0.0,1.0,0.0,0.0,87.0,16.0,4.0,0.0
griffin canning,P,NYM,Pitches Thrown,91.5,WSH,base,Tue 7:10 PM,12,6,2,2.9,57,8.69,3.97,2.19,0.92,7.93,19867.0,22.7%,10.4%,12.4%,0.231,1.32,0.284,81.9%,75.0,96.0,3.78,34.0%,0.8%,,,24.7%,2.1%,32.9%,,5.5%,,,274.0,0.264,466.0,0.449,221.0,0.213,76.0,0.073,94.4,2135.0,0.391,0.0,0.304,0.304,0.391,94.22,2153.0,0.438,0.0,0.469,0.281,0.219,,23.0,4.0,5.1,0.0,6.75,0.0,0.0,1.0,0.0,0.0,87.0,16.0,87.0,0.0
simeon woods richardson,P,MIN,Walks Allowed,1.5,TEX,base,Tue 7:40 PM,8,2,2,5.02,35,8.36,3.35,2.5,1.91,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simeon woods richardson,P,MIN,Pitching Outs,14.5,TEX,base,Tue 7:40 PM,8,2,2,5.02,35,8.36,3.35,2.5,1.91,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,26.0,6.0,4.2,0.0,11.57,0.0,0.0,1.0,2.0,0.0,98.0,14.0,14.0,0.0
simeon woods richardson,P,MIN,Pitcher Strikeouts,4.5,TEX,base,Tue 7:40 PM,8,2,2,5.02,35,8.36,3.35,2.5,1.91,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,26.0,6.0,4.2,0.0,11.57,0.0,0.0,1.0,2.0,0.0,98.0,14.0,4.0,0.0
simeon woods richardson,P,MIN,Hits Allowed,4.5,TEX,base,Tue 7:40 PM,8,2,2,5.02,35,8.36,3.35,2.5,1.91,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyler mahle,P,TEX,Pitches Thrown,91.5,MIN,base,Tue 7:40 PM,13,5,3,2.02,53,6.69,3.28,2.04,0.38,6.31,16358.0,18.8%,9.2%,9.6%,0.195,1.07,0.235,83.6%,50.0,78.0,3.22,49.9%,,,,,10.8%,11.1%,28.2%,,,,310.0,0.271,555.0,0.485,229.0,0.2,50.0,0.044,92.1,2291.0,0.516,0.0,0.419,0.226,0.258,91.92,2300.0,0.427,0.0,0.427,0.195,0.268,W,26.0,4.0,5.2,0.0,6.35,0.0,0.0,1.0,0.0,0.0,91.0,17.0,91.0,0.0
tyler mahle,P,TEX,Pitcher Fantasy Score,29.5,MIN,base,Tue 7:40 PM,13,5,3,2.02,53,6.69,3.28,2.04,0.38,6.31,16358.0,18.8%,9.2%,9.6%,0.195,1.07,0.235,83.6%,50.0,78.0,3.22,49.9%,,,,,10.8%,11.1%,28.2%,,,,310.0,0.271,555.0,0.485,229.0,0.2,50.0,0.044,92.1,2291.0,0.516,0.0,0.419,0.226,0.258,91.92,2300.0,0.427,0.0,0.427,0.195,0.268,W,26.0,4.0,5.2,0.0,6.35,0.0,0.0,1.0,0.0,0.0,91.0,17.0,20.0,0.0
tyler mahle,P,TEX,Pitcher Strikeouts,5.0,MIN,base,Tue 7:40 PM,13,5,3,2.02,53,6.69,3.28,2.04,0.38,6.31,16358.0,18.8%,9.2%,9.6%,0.195,1.07,0.235,83.6%,50.0,78.0,3.22,49.9%,,,,,10.8%,11.1%,28.2%,,,,310.0,0.271,555.0,0.485,229.0,0.2,50.0,0.044,92.1,2291.0,0.516,0.0,0.419,0.226,0.258,91.92,2300.0,0.427,0.0,0.427,0.195,0.268,W,26.0,4.0,5.2,0.0,6.35,0.0,0.0,1.0,0.0,0.0,91.0,17.0,3.0,0.0
tyler mahle,P,TEX,Pitching Outs,17.5,MIN,base,Tue 7:40 PM,13,5,3,2.02,53,6.69,3.28,2.04,0.38,6.31,16358.0,18.8%,9.2%,9.6%,0.195,1.07,0.235,83.6%,50.0,78.0,3.22,49.9%,,,,,10.8%,11.1%,28.2%,,,,310.0,0.271,555.0,0.485,229.0,0.2,50.0,0.044,92.1,2291.0,0.516,0.0,0.419,0.226,0.258,91.92,2300.0,0.427,0.0,0.427,0.195,0.268,W,26.0,4.0,5.2,0.0,6.35,0.0,0.0,1.0,0.0,0.0,91.0,17.0,17.0,0.0
max fried,P,NYY,Pitcher Strikeouts,5.0,KC,base,Tue 7:40 PM,13,8,1,1.78,77,8.56,2.0,4.28,0.56,6.44,13743.0,24.1%,5.6%,18.5%,0.195,0.94,0.247,80.8%,44.0,66.0,2.79,42.5%,19.1%,15.1%,11.4%,8.6%,2.8%,0.5%,,,,,341.0,0.277,518.0,0.42,287.0,0.233,86.0,0.07,94.18,2316.0,0.367,0.0,0.433,0.2,0.3,94.27,2317.0,0.457,0.0,0.514,0.171,0.286,W,27.0,2.0,7.0,0.0,2.57,0.0,0.0,1.0,0.0,0.0,91.0,21.0,4.0,0.0
max fried,P,NYY,Pitcher Fantasy Score,33.5,KC,base,Tue 7:40 PM,13,8,1,1.78,77,8.56,2.0,4.28,0.56,6.44,13743.0,24.1%,5.6%,18.5%,0.195,0.94,0.247,80.8%,44.0,66.0,2.79,42.5%,19.1%,15.1%,11.4%,8.6%,2.8%,0.5%,,,,,341.0,0.277,518.0,0.42,287.0,0.233,86.0,0.07,94.18,2316.0,0.367,0.0,0.433,0.2,0.3,94.27,2317.0,0.457,0.0,0.514,0.171,0.286,W,27.0,2.0,7.0,0.0,2.57,0.0,0.0,1.0,0.0,0.0,91.0,21.0,37.0,1.0
max fried,P,NYY,Hits Allowed,5.5,KC,base,Tue 7:40 PM,13,8,1,1.78,77,8.56,2.0,4.28,0.56,6.44,13743.0,24.1%,5.6%,18.5%,0.195,0.94,0.247,80.8%,44.0,66.0,2.79,42.5%,19.1%,15.1%,11.4%,8.6%,2.8%,0.5%,,,,,341.0,0.277,518.0,0.42,287.0,0.233,86.0,0.07,94.18,2316.0,0.367,0.0,0.433,0.2,0.3,94.27,2317.0,0.457,0.0,0.514,0.171,0.286,,,,,,,,,,,,,,,
max fried,P,NYY,Pitches Thrown,95.5,KC,base,Tue 7:40 PM,13,8,1,1.78,77,8.56,2.0,4.28,0.56,6.44,13743.0,24.1%,5.6%,18.5%,0.195,0.94,0.247,80.8%,44.0,66.0,2.79,42.5%,19.1%,15.1%,11.4%,8.6%,2.8%,0.5%,,,,,341.0,0.277,518.0,0.42,287.0,0.233,86.0,0.07,94.18,2316.0,0.367,0.0,0.433,0.2,0.3,94.27,2317.0,0.457,0.0,0.514,0.171,0.286,W,27.0,2.0,7.0,0.0,2.57,0.0,0.0,1.0,0.0,0.0,91.0,21.0,91.0,0.0
noah cameron,P,KC,Pitching Outs,15.5,NYY,base,Tue 7:40 PM,5,2,1,0.85,19,5.4,2.84,1.9,0.57,4.26,30184.0,16.0%,8.4%,7.6%,0.138,0.79,0.148,99.1%,20.0,89.0,3.64,29.8%,,16.3%,,19.2%,18.5%,16.1%,,,,,116.0,0.279,182.0,0.438,96.0,0.231,22.0,0.053,92.2,2233.0,0.417,0.0,0.333,0.333,0.25,91.61,2264.0,0.379,0.0,0.318,0.379,0.212,L,25.0,6.0,5.2,0.0,9.53,0.0,0.0,1.0,0.0,0.0,102.0,17.0,17.0,1.0
noah cameron,P,KC,Hits Allowed,5.5,NYY,base,Tue 7:40 PM,5,2,1,0.85,19,5.4,2.84,1.9,0.57,4.26,30184.0,16.0%,8.4%,7.6%,0.138,0.79,0.148,99.1%,20.0,89.0,3.64,29.8%,,16.3%,,19.2%,18.5%,16.1%,,,,,116.0,0.279,182.0,0.438,96.0,0.231,22.0,0.053,92.2,2233.0,0.417,0.0,0.333,0.333,0.25,91.61,2264.0,0.379,0.0,0.318,0.379,0.212,,,,,,,,,,,,,,,
noah cameron,P,KC,Pitcher Strikeouts,4.0,NYY,base,Tue 7:40 PM,5,2,1,0.85,19,5.4,2.84,1.9,0.57,4.26,30184.0,16.0%,8.4%,7.6%,0.138,0.79,0.148,99.1%,20.0,89.0,3.64,29.8%,,16.3%,,19.2%,18.5%,16.1%,,,,,116.0,0.279,182.0,0.438,96.0,0.231,22.0,0.053,92.2,2233.0,0.417,0.0,0.333,0.333,0.25,91.61,2264.0,0.379,0.0,0.318,0.379,0.212,L,25.0,6.0,5.2,0.0,9.53,0.0,0.0,1.0,0.0,0.0,102.0,17.0,6.0,1.0
grant holmes,P,ATL,Pitcher Fantasy Score,28.5,MIL,base,Tue 7:40 PM,13,3,4,3.99,68,9.04,3.86,2.34,1.46,6.92,16944.0,24.3%,10.4%,13.9%,0.209,1.2,0.241,78.4%,98.0,117.0,4.55,36.5%,0.4%,14.9%,,1.9%,13.0%,33.4%,,,,,276.0,0.249,483.0,0.436,260.0,0.234,90.0,0.081,94.42,2239.0,0.435,0.0,0.478,0.261,0.174,94.42,2254.0,0.429,0.0,0.532,0.26,0.169,L,23.0,3.0,5.1,0.0,5.06,0.0,0.0,1.0,0.0,0.0,100.0,16.0,34.0,1.0
grant holmes,P,ATL,Pitching Outs,16.5,MIL,base,Tue 7:40 PM,13,3,4,3.99,68,9.04,3.86,2.34,1.46,6.92,16944.0,24.3%,10.4%,13.9%,0.209,1.2,0.241,78.4%,98.0,117.0,4.55,36.5%,0.4%,14.9%,,1.9%,13.0%,33.4%,,,,,276.0,0.249,483.0,0.436,260.0,0.234,90.0,0.081,94.42,2239.0,0.435,0.0,0.478,0.261,0.174,94.42,2254.0,0.429,0.0,0.532,0.26,0.169,L,23.0,3.0,5.1,0.0,5.06,0.0,0.0,1.0,0.0,0.0,100.0,16.0,16.0,0.0
grant holmes,P,ATL,Pitcher Strikeouts,5.0,MIL,base,Tue 7:40 PM,13,3,4,3.99,68,9.04,3.86,2.34,1.46,6.92,16944.0,24.3%,10.4%,13.9%,0.209,1.2,0.241,78.4%,98.0,117.0,4.55,36.5%,0.4%,14.9%,,1.9%,13.0%,33.4%,,,,,276.0,0.249,483.0,0.436,260.0,0.234,90.0,0.081,94.42,2239.0,0.435,0.0,0.478,0.261,0.174,94.42,2254.0,0.429,0.0,0.532,0.26,0.169,L,23.0,3.0,5.1,0.0,5.06,0.0,0.0,1.0,0.0,0.0,100.0,16.0,9.0,1.0
grant holmes,P,ATL,Pitches Thrown,92.5,MIL,base,Tue 7:40 PM,13,3,4,3.99,68,9.04,3.86,2.34,1.46,6.92,16944.0,24.3%,10.4%,13.9%,0.209,1.2,0.241,78.4%,98.0,117.0,4.55,36.5%,0.4%,14.9%,,1.9%,13.0%,33.4%,,,,,276.0,0.249,483.0,0.436,260.0,0.234,90.0,0.081,94.42,2239.0,0.435,0.0,0.478,0.261,0.174,94.42,2254.0,0.429,0.0,0.532,0.26,0.169,L,23.0,3.0,5.1,0.0,5.06,0.0,0.0,1.0,0.0,0.0,100.0,16.0,100.0,1.0
quinn priester,P,MIL,Earned Runs Allowed,2.5,ATL,base,Tue 7:40 PM,11,3,2,3.88,36,5.82,4.2,1.38,0.97,7.6,25977.0,15.4%,11.1%,4.3%,0.226,1.31,0.247,72.8%,96.0,115.0,4.58,,46.0%,8.8%,,3.0%,13.3%,28.9%,,,,,231.0,0.258,382.0,0.426,216.0,0.241,67.0,0.075,,,0.441,0.0,0.765,0.088,0.118,,,0.506,0.0,0.597,0.169,0.195,W,24.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,96.0,18.0,1.0,0.0
quinn priester,P,MIL,Pitcher Strikeouts,4.0,ATL,base,Tue 7:40 PM,11,3,2,3.88,36,5.82,4.2,1.38,0.97,7.6,25977.0,15.4%,11.1%,4.3%,0.226,1.31,0.247,72.8%,96.0,115.0,4.58,,46.0%,8.8%,,3.0%,13.3%,28.9%,,,,,231.0,0.258,382.0,0.426,216.0,0.241,67.0,0.075,,,0.441,0.0,0.765,0.088,0.118,,,0.506,0.0,0.597,0.169,0.195,W,24.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,96.0,18.0,7.0,1.0
quinn priester,P,MIL,Pitcher Fantasy Score,20.5,ATL,base,Tue 7:40 PM,11,3,2,3.88,36,5.82,4.2,1.38,0.97,7.6,25977.0,15.4%,11.1%,4.3%,0.226,1.31,0.247,72.8%,96.0,115.0,4.58,,46.0%,8.8%,,3.0%,13.3%,28.9%,,,,,231.0,0.258,382.0,0.426,216.0,0.241,67.0,0.075,,,0.441,0.0,0.765,0.088,0.118,,,0.506,0.0,0.597,0.169,0.195,W,24.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,96.0,18.0,46.0,1.0
miles mikolas,P,STL,Earned Runs Allowed,2.5,TOR,base,Tue 7:45 PM,12,4,2,3.96,36,5.28,2.49,2.12,0.59,8.95,9803.0,13.8%,6.5%,7.3%,0.253,1.27,0.284,69.9%,100.0,95.0,3.67,29.0%,15.7%,16.0%,2.8%,11.1%,,25.2%,,,0.2%,,321.0,0.337,404.0,0.424,181.0,0.19,46.0,0.048,92.02,2234.0,0.425,0.0,0.4,0.225,0.25,91.98,2237.0,0.437,0.0,0.379,0.276,0.207,L,24.0,6.0,5.0,0.0,10.8,0.0,0.0,1.0,0.0,0.0,83.0,15.0,6.0,1.0
miles mikolas,P,STL,Pitcher Fantasy Score,21.5,TOR,base,Tue 7:45 PM,12,4,2,3.96,36,5.28,2.49,2.12,0.59,8.95,9803.0,13.8%,6.5%,7.3%,0.253,1.27,0.284,69.9%,100.0,95.0,3.67,29.0%,15.7%,16.0%,2.8%,11.1%,,25.2%,,,0.2%,,321.0,0.337,404.0,0.424,181.0,0.19,46.0,0.048,92.02,2234.0,0.425,0.0,0.4,0.225,0.25,91.98,2237.0,0.437,0.0,0.379,0.276,0.207,L,24.0,6.0,5.0,0.0,10.8,0.0,0.0,1.0,0.0,0.0,83.0,15.0,3.0,0.0
miles mikolas,P,STL,Pitching Outs,17.5,TOR,base,Tue 7:45 PM,12,4,2,3.96,36,5.28,2.49,2.12,0.59,8.95,9803.0,13.8%,6.5%,7.3%,0.253,1.27,0.284,69.9%,100.0,95.0,3.67,29.0%,15.7%,16.0%,2.8%,11.1%,,25.2%,,,0.2%,,321.0,0.337,404.0,0.424,181.0,0.19,46.0,0.048,92.02,2234.0,0.425,0.0,0.4,0.225,0.25,91.98,2237.0,0.437,0.0,0.379,0.276,0.207,L,24.0,6.0,5.0,0.0,10.8,0.0,0.0,1.0,0.0,0.0,83.0,15.0,15.0,0.0
miles mikolas,P,STL,Pitcher Strikeouts,2.5,TOR,base,Tue 7:45 PM,12,4,2,3.96,36,5.28,2.49,2.12,0.59,8.95,9803.0,13.8%,6.5%,7.3%,0.253,1.27,0.284,69.9%,100.0,95.0,3.67,29.0%,15.7%,16.0%,2.8%,11.1%,,25.2%,,,0.2%,,321.0,0.337,404.0,0.424,181.0,0.19,46.0,0.048,92.02,2234.0,0.425,0.0,0.4,0.225,0.25,91.98,2237.0,0.437,0.0,0.379,0.276,0.207,L,24.0,6.0,5.0,0.0,10.8,0.0,0.0,1.0,0.0,0.0,83.0,15.0,2.0,0.0
chris bassitt,P,TOR,Pitches Thrown,94.5,STL,base,Tue 7:45 PM,13,6,3,3.56,75,9.2,2.09,4.41,1.1,9.82,12304.0,23.7%,5.4%,18.3%,0.269,1.32,0.333,80.1%,90.0,84.0,3.44,5.8%,41.8%,16.5%,5.6%,0.1%,19.9%,2.0%,8.4%,,,,315.0,0.258,542.0,0.444,251.0,0.206,112.0,0.092,92.22,2196.0,0.235,0.0,0.382,0.235,0.265,91.48,2183.0,0.358,0.0,0.444,0.173,0.259,W,29.0,4.0,7.0,0.0,5.14,0.0,0.0,1.0,0.0,0.0,89.0,21.0,89.0,0.0
chris bassitt,P,TOR,Pitcher Strikeouts,4.5,STL,base,Tue 7:45 PM,13,6,3,3.56,75,9.2,2.09,4.41,1.1,9.82,12304.0,23.7%,5.4%,18.3%,0.269,1.32,0.333,80.1%,90.0,84.0,3.44,5.8%,41.8%,16.5%,5.6%,0.1%,19.9%,2.0%,8.4%,,,,315.0,0.258,542.0,0.444,251.0,0.206,112.0,0.092,92.22,2196.0,0.235,0.0,0.382,0.235,0.265,91.48,2183.0,0.358,0.0,0.444,0.173,0.259,W,29.0,4.0,7.0,0.0,5.14,0.0,0.0,1.0,0.0,0.0,89.0,21.0,3.0,0.0
chris bassitt,P,TOR,Pitcher Fantasy Score,28.5,STL,base,Tue 7:45 PM,13,6,3,3.56,75,9.2,2.09,4.41,1.1,9.82,12304.0,23.7%,5.4%,18.3%,0.269,1.32,0.333,80.1%,90.0,84.0,3.44,5.8%,41.8%,16.5%,5.6%,0.1%,19.9%,2.0%,8.4%,,,,315.0,0.258,542.0,0.444,251.0,0.206,112.0,0.092,92.22,2196.0,0.235,0.0,0.382,0.235,0.265,91.48,2183.0,0.358,0.0,0.444,0.173,0.259,W,29.0,4.0,7.0,0.0,5.14,0.0,0.0,1.0,0.0,0.0,89.0,21.0,24.0,0.0
lance mccullers,P,HOU,Pitching Outs,16.5,CWS,base,Tue 8:10 PM,6,1,1,4.44,33,12.21,4.44,2.75,1.11,8.14,14120.0,28.9%,10.5%,18.4%,0.224,1.4,0.306,71.0%,113.0,98.0,3.93,,,,,,,,,,,,128.0,0.259,210.0,0.424,98.0,0.198,59.0,0.119,,,,,,,,,,,,,,,L,23.0,4.0,5.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,96.0,15.0,15.0,0.0
lance mccullers,P,HOU,Pitcher Strikeouts,6.0,CWS,base,Tue 8:10 PM,6,1,1,4.44,33,12.21,4.44,2.75,1.11,8.14,14120.0,28.9%,10.5%,18.4%,0.224,1.4,0.306,71.0%,113.0,98.0,3.93,,,,,,,,,,,,128.0,0.259,210.0,0.424,98.0,0.198,59.0,0.119,,,,,,,,,,,,,,,L,23.0,4.0,5.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,96.0,15.0,6.0,1.0
lance mccullers,P,HOU,Pitcher Fantasy Score,32.5,CWS,base,Tue 8:10 PM,6,1,1,4.44,33,12.21,4.44,2.75,1.11,8.14,14120.0,28.9%,10.5%,18.4%,0.224,1.4,0.306,71.0%,113.0,98.0,3.93,,,,,,,,,,,,128.0,0.259,210.0,0.424,98.0,0.198,59.0,0.119,,,,,,,,,,,,,,,L,23.0,4.0,5.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,96.0,15.0,21.0,0.0
shane smith,P,CWS,Pitcher Strikeouts,5.0,HOU,base,Tue 8:10 PM,12,2,3,2.45,60,8.66,3.61,2.4,0.58,6.64,31687.0,22.9%,9.5%,13.4%,0.2,1.14,0.253,74.6%,61.0,83.0,3.52,43.4%,7.2%,9.7%,0.3%,21.9%,,17.4%,,,,,308.0,0.31,420.0,0.422,190.0,0.191,77.0,0.077,95.96,2295.0,0.333,0.0,0.333,0.333,0.278,95.33,2294.0,0.477,0.0,0.295,0.227,0.432,W,24.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,89.0,18.0,4.0,0.0
shane smith,P,CWS,Walks Allowed,1.5,HOU,base,Tue 8:10 PM,12,2,3,2.45,60,8.66,3.61,2.4,0.58,6.64,31687.0,22.9%,9.5%,13.4%,0.2,1.14,0.253,74.6%,61.0,83.0,3.52,43.4%,7.2%,9.7%,0.3%,21.9%,,17.4%,,,,,308.0,0.31,420.0,0.422,190.0,0.191,77.0,0.077,95.96,2295.0,0.333,0.0,0.333,0.333,0.278,95.33,2294.0,0.477,0.0,0.295,0.227,0.432,,,,,,,,,,,,,,,
shane smith,P,CWS,Pitching Outs,15.5,HOU,base,Tue 8:10 PM,12,2,3,2.45,60,8.66,3.61,2.4,0.58,6.64,31687.0,22.9%,9.5%,13.4%,0.2,1.14,0.253,74.6%,61.0,83.0,3.52,43.4%,7.2%,9.7%,0.3%,21.9%,,17.4%,,,,,308.0,0.31,420.0,0.422,190.0,0.191,77.0,0.077,95.96,2295.0,0.333,0.0,0.333,0.333,0.278,95.33,2294.0,0.477,0.0,0.295,0.227,0.432,W,24.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,89.0,18.0,18.0,1.0
kyle harrison,P,SF,Pitcher Strikeouts,5.0,COL,base,Tue 8:40 PM,7,1,1,4.34,19,9.16,3.38,2.71,0.96,8.2,27758.0,24.1%,8.9%,15.2%,0.236,1.29,0.294,70.8%,110.0,94.0,3.55,68.1%,,,,5.6%,,,,,,26.2%,97.0,0.322,129.0,0.429,56.0,0.186,19.0,0.063,95.07,2281.0,0.407,0.0,0.444,0.259,0.259,95.03,2282.0,0.478,0.0,0.37,0.261,0.304,,21.0,3.0,5.0,0.0,5.4,0.0,0.0,1.0,0.0,0.0,87.0,15.0,6.0,1.0
kyle harrison,P,SF,Pitcher Fantasy Score,24.5,COL,base,Tue 8:40 PM,7,1,1,4.34,19,9.16,3.38,2.71,0.96,8.2,27758.0,24.1%,8.9%,15.2%,0.236,1.29,0.294,70.8%,110.0,94.0,3.55,68.1%,,,,5.6%,,,,,,26.2%,97.0,0.322,129.0,0.429,56.0,0.186,19.0,0.063,95.07,2281.0,0.407,0.0,0.444,0.259,0.259,95.03,2282.0,0.478,0.0,0.37,0.261,0.304,,21.0,3.0,5.0,0.0,5.4,0.0,0.0,1.0,0.0,0.0,87.0,15.0,24.0,0.0
carson palmquist,P,COL,Hits Allowed,5.5,SF,base,Tue 8:40 PM,4,0,4,8.5,14,7.0,5.0,1.4,2.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carson palmquist,P,COL,Pitcher Strikeouts,4.0,SF,base,Tue 8:40 PM,4,0,4,8.5,14,7.0,5.0,1.4,2.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,2.0,4.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,97.0,12.0,2.0,0.0
jose soriano,P,LAA,Pitches Thrown,95.5,OAK,base,Tue 9:38 PM,13,4,5,4.11,52,6.47,4.6,1.41,0.37,9.71,22100.0,16.4%,11.7%,4.7%,0.281,1.59,0.336,71.8%,101.0,91.0,3.79,7.6%,50.2%,,,,,7.3%,9.2%,25.7%,,,305.0,0.254,513.0,0.427,273.0,0.227,111.0,0.092,97.98,2212.0,0.355,0.0,0.774,0.065,0.161,98.15,2210.0,0.388,0.0,0.729,0.082,0.176,,25.0,1.0,7.0,0.0,1.29,0.0,0.0,1.0,0.0,0.0,110.0,21.0,110.0,1.0
jose soriano,P,LAA,Pitcher Fantasy Score,27.5,OAK,base,Tue 9:38 PM,13,4,5,4.11,52,6.47,4.6,1.41,0.37,9.71,22100.0,16.4%,11.7%,4.7%,0.281,1.59,0.336,71.8%,101.0,91.0,3.79,7.6%,50.2%,,,,,7.3%,9.2%,25.7%,,,305.0,0.254,513.0,0.427,273.0,0.227,111.0,0.092,97.98,2212.0,0.355,0.0,0.774,0.065,0.161,98.15,2210.0,0.388,0.0,0.729,0.082,0.176,,25.0,1.0,7.0,0.0,1.29,0.0,0.0,1.0,0.0,0.0,110.0,21.0,58.0,1.0
jose soriano,P,LAA,Pitching Outs,17.5,OAK,base,Tue 9:38 PM,13,4,5,4.11,52,6.47,4.6,1.41,0.37,9.71,22100.0,16.4%,11.7%,4.7%,0.281,1.59,0.336,71.8%,101.0,91.0,3.79,7.6%,50.2%,,,,,7.3%,9.2%,25.7%,,,305.0,0.254,513.0,0.427,273.0,0.227,111.0,0.092,97.98,2212.0,0.355,0.0,0.774,0.065,0.161,98.15,2210.0,0.388,0.0,0.729,0.082,0.176,,25.0,1.0,7.0,0.0,1.29,0.0,0.0,1.0,0.0,0.0,110.0,21.0,21.0,1.0
jose soriano,P,LAA,Pitcher Strikeouts,4.5,OAK,base,Tue 9:38 PM,13,4,5,4.11,52,6.47,4.6,1.41,0.37,9.71,22100.0,16.4%,11.7%,4.7%,0.281,1.59,0.336,71.8%,101.0,91.0,3.79,7.6%,50.2%,,,,,7.3%,9.2%,25.7%,,,305.0,0.254,513.0,0.427,273.0,0.227,111.0,0.092,97.98,2212.0,0.355,0.0,0.774,0.065,0.161,98.15,2210.0,0.388,0.0,0.729,0.082,0.176,,25.0,1.0,7.0,0.0,1.29,0.0,0.0,1.0,0.0,0.0,110.0,21.0,12.0,1.0
jose soriano,P,LAA,Earned Runs Allowed,2.5,OAK,base,Tue 9:38 PM,13,4,5,4.11,52,6.47,4.6,1.41,0.37,9.71,22100.0,16.4%,11.7%,4.7%,0.281,1.59,0.336,71.8%,101.0,91.0,3.79,7.6%,50.2%,,,,,7.3%,9.2%,25.7%,,,305.0,0.254,513.0,0.427,273.0,0.227,111.0,0.092,97.98,2212.0,0.355,0.0,0.774,0.065,0.161,98.15,2210.0,0.388,0.0,0.729,0.082,0.176,,25.0,1.0,7.0,0.0,1.29,0.0,0.0,1.0,0.0,0.0,110.0,21.0,1.0,0.0
jose soriano,P,LAA,Walks Allowed,2.5,OAK,base,Tue 9:38 PM,13,4,5,4.11,52,6.47,4.6,1.41,0.37,9.71,22100.0,16.4%,11.7%,4.7%,0.281,1.59,0.336,71.8%,101.0,91.0,3.79,7.6%,50.2%,,,,,7.3%,9.2%,25.7%,,,305.0,0.254,513.0,0.427,273.0,0.227,111.0,0.092,97.98,2212.0,0.355,0.0,0.774,0.065,0.161,98.15,2210.0,0.388,0.0,0.729,0.082,0.176,,,,,,,,,,,,,,,
