Player,Position,Team,Prop Type,Prop Value,Opposing Team,Odds Category,Start Time,G,W,L,ERA,SO,K/9,BB/9,K/BB,HR/9,H/9,FG_ID,K%,BB%,K-BB%,AVG Against,WHIP,BABIP,LOB%,ERA-,FIP-,FIP,Four Seamer,Slider,Sinker,Cutter,Changeup,Curveball,Sweeper,Split Finger,Knuckle Curve,Slurve,Heart_Count,Heart_Pct,Shadow_Count,Shadow_Pct,Chase_Count,Chase_Pct,Waste_Count,Waste_Pct,15_day_fastball_velo,15_day_fastball_spin,15_day_hard_hit_pct,15_day_barrel_pct,15_day_gb_pct,15_day_fb_pct,15_day_ld_pct,30_day_fastball_velo,30_day_fastball_spin,30_day_hard_hit_pct,30_day_barrel_pct,30_day_gb_pct,30_day_fb_pct,30_day_ld_pct,DEC,TBF,ER,IP,SHO,ERA_y,GF,CG,GS,WP,SV,Pitches Thrown,Pitching Outs,Actual Stat,Hit
matthew boyd,P,CHC,Pitching Outs,17.5,PHI,base,Mon 6:45 PM,12.0,5.0,3.0,3.01,70.0,9.17,2.1,4.38,1.05,8.65,15440.0,24.7%,5.7%,19.1%,0.252,1.19,0.315,79.2%,77.0,90.0,3.46,46.9%,17.4%,3.2%,,23.3%,9.2%,,,,,322.0,0.291,483.0,0.436,225.0,0.203,78.0,0.07,93.01,2261.0,0.419,0.0,0.323,0.355,0.097,93.01,2312.0,0.432,0.0,0.324,0.351,0.162,,25.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,73.0,18.0,18.0,1.0
shane baz,P,TB,Pitcher Strikeouts,5.0,BOS,base,Mon 7:10 PM,12.0,5.0,3.0,4.96,60.0,8.27,3.17,2.61,1.79,9.09,22264.0,21.5%,8.2%,13.3%,0.261,1.36,0.294,75.9%,129.0,127.0,5.01,47.1%,7.7%,,,13.1%,,,,32.1%,,338.0,0.313,458.0,0.424,217.0,0.201,68.0,0.063,97.29,2496.0,0.382,0.0,0.441,0.235,0.294,96.95,2467.0,0.439,0.0,0.524,0.159,0.268,,22.0,3.0,5.1,0.0,5.06,0.0,0.0,1.0,0.0,0.0,76.0,16.0,5.0,1.0
shane baz,P,TB,Pitcher Fantasy Score,28.5,BOS,base,Mon 7:10 PM,12.0,5.0,3.0,4.96,60.0,8.27,3.17,2.61,1.79,9.09,22264.0,21.5%,8.2%,13.3%,0.261,1.36,0.294,75.9%,129.0,127.0,5.01,47.1%,7.7%,,,13.1%,,,,32.1%,,338.0,0.313,458.0,0.424,217.0,0.201,68.0,0.063,97.29,2496.0,0.382,0.0,0.441,0.235,0.294,96.95,2467.0,0.439,0.0,0.524,0.159,0.268,,22.0,3.0,5.1,0.0,5.06,0.0,0.0,1.0,0.0,0.0,76.0,16.0,22.0,0.0
shane baz,P,TB,Earned Runs Allowed,2.5,BOS,base,Mon 7:10 PM,12.0,5.0,3.0,4.96,60.0,8.27,3.17,2.61,1.79,9.09,22264.0,21.5%,8.2%,13.3%,0.261,1.36,0.294,75.9%,129.0,127.0,5.01,47.1%,7.7%,,,13.1%,,,,32.1%,,338.0,0.313,458.0,0.424,217.0,0.201,68.0,0.063,97.29,2496.0,0.382,0.0,0.441,0.235,0.294,96.95,2467.0,0.439,0.0,0.524,0.159,0.268,,22.0,3.0,5.1,0.0,5.06,0.0,0.0,1.0,0.0,0.0,76.0,16.0,3.0,1.0
shane baz,P,TB,Pitching Outs,16.5,BOS,base,Mon 7:10 PM,12.0,5.0,3.0,4.96,60.0,8.27,3.17,2.61,1.79,9.09,22264.0,21.5%,8.2%,13.3%,0.261,1.36,0.294,75.9%,129.0,127.0,5.01,47.1%,7.7%,,,13.1%,,,,32.1%,,338.0,0.313,458.0,0.424,217.0,0.201,68.0,0.063,97.29,2496.0,0.382,0.0,0.441,0.235,0.294,96.95,2467.0,0.439,0.0,0.524,0.159,0.268,,22.0,3.0,5.1,0.0,5.06,0.0,0.0,1.0,0.0,0.0,76.0,16.0,16.0,0.0
brayan bello,P,BOS,Earned Runs Allowed,2.5,TB,base,Mon 7:10 PM,9.0,2.0,1.0,3.91,33.0,6.46,4.7,1.38,0.98,9.59,23920.0,15.9%,11.6%,4.3%,0.272,1.59,0.31,78.3%,93.0,118.0,4.81,13.8%,1.6%,39.1%,2.4%,16.8%,,26.3%,,,,211.0,0.254,349.0,0.419,211.0,0.254,61.0,0.073,94.93,2175.0,0.379,0.0,0.517,0.276,0.172,94.79,2188.0,0.429,0.0,0.486,0.229,0.257,,27.0,3.0,6.1,0.0,4.26,0.0,0.0,1.0,0.0,0.0,82.0,19.0,3.0,1.0
brayan bello,P,BOS,Pitching Outs,16.5,TB,base,Mon 7:10 PM,9.0,2.0,1.0,3.91,33.0,6.46,4.7,1.38,0.98,9.59,23920.0,15.9%,11.6%,4.3%,0.272,1.59,0.31,78.3%,93.0,118.0,4.81,13.8%,1.6%,39.1%,2.4%,16.8%,,26.3%,,,,211.0,0.254,349.0,0.419,211.0,0.254,61.0,0.073,94.93,2175.0,0.379,0.0,0.517,0.276,0.172,94.79,2188.0,0.429,0.0,0.486,0.229,0.257,,27.0,3.0,6.1,0.0,4.26,0.0,0.0,1.0,0.0,0.0,82.0,19.0,19.0,1.0
brayan bello,P,BOS,Pitcher Strikeouts,4.5,TB,base,Mon 7:10 PM,9.0,2.0,1.0,3.91,33.0,6.46,4.7,1.38,0.98,9.59,23920.0,15.9%,11.6%,4.3%,0.272,1.59,0.31,78.3%,93.0,118.0,4.81,13.8%,1.6%,39.1%,2.4%,16.8%,,26.3%,,,,211.0,0.254,349.0,0.419,211.0,0.254,61.0,0.073,94.93,2175.0,0.379,0.0,0.517,0.276,0.172,94.79,2188.0,0.429,0.0,0.486,0.229,0.257,,27.0,3.0,6.1,0.0,4.26,0.0,0.0,1.0,0.0,0.0,82.0,19.0,4.0,0.0
brayan bello,P,BOS,Pitcher Fantasy Score,26.5,TB,base,Mon 7:10 PM,9.0,2.0,1.0,3.91,33.0,6.46,4.7,1.38,0.98,9.59,23920.0,15.9%,11.6%,4.3%,0.272,1.59,0.31,78.3%,93.0,118.0,4.81,13.8%,1.6%,39.1%,2.4%,16.8%,,26.3%,,,,211.0,0.254,349.0,0.419,211.0,0.254,61.0,0.073,94.93,2175.0,0.379,0.0,0.517,0.276,0.172,94.79,2188.0,0.429,0.0,0.486,0.229,0.257,,27.0,3.0,6.1,0.0,4.26,0.0,0.0,1.0,0.0,0.0,82.0,19.0,26.0,0.0
brayan bello,P,BOS,Pitches Thrown,92.5,TB,base,Mon 7:10 PM,9.0,2.0,1.0,3.91,33.0,6.46,4.7,1.38,0.98,9.59,23920.0,15.9%,11.6%,4.3%,0.272,1.59,0.31,78.3%,93.0,118.0,4.81,13.8%,1.6%,39.1%,2.4%,16.8%,,26.3%,,,,211.0,0.254,349.0,0.419,211.0,0.254,61.0,0.073,94.93,2175.0,0.379,0.0,0.517,0.276,0.172,94.79,2188.0,0.429,0.0,0.486,0.229,0.257,,27.0,3.0,6.1,0.0,4.26,0.0,0.0,1.0,0.0,0.0,82.0,19.0,82.0,0.0
chris sale,P,ATL,Pitcher Strikeouts,7.5,MIL,base,Mon 7:40 PM,13.0,3.0,4.0,2.93,96.0,11.73,2.81,4.17,0.86,8.31,10603.0,30.9%,7.4%,23.5%,0.242,1.24,0.343,81.6%,72.0,76.0,2.92,42.1%,48.8%,2.7%,,6.5%,,,,,,330.0,0.26,571.0,0.451,269.0,0.212,97.0,0.077,94.93,2308.0,0.318,0.0,0.318,0.455,0.136,95.57,2277.0,0.343,0.0,0.343,0.328,0.284,W,27.0,1.0,7.0,0.0,1.29,0.0,0.0,1.0,0.0,0.0,103.0,21.0,11.0,1.0
chris sale,P,ATL,Pitches Thrown,97.5,MIL,base,Mon 7:40 PM,13.0,3.0,4.0,2.93,96.0,11.73,2.81,4.17,0.86,8.31,10603.0,30.9%,7.4%,23.5%,0.242,1.24,0.343,81.6%,72.0,76.0,2.92,42.1%,48.8%,2.7%,,6.5%,,,,,,330.0,0.26,571.0,0.451,269.0,0.212,97.0,0.077,94.93,2308.0,0.318,0.0,0.318,0.455,0.136,95.57,2277.0,0.343,0.0,0.343,0.328,0.284,W,27.0,1.0,7.0,0.0,1.29,0.0,0.0,1.0,0.0,0.0,103.0,21.0,103.0,1.0
chris sale,P,ATL,Hits Allowed,4.5,MIL,base,Mon 7:40 PM,13.0,3.0,4.0,2.93,96.0,11.73,2.81,4.17,0.86,8.31,10603.0,30.9%,7.4%,23.5%,0.242,1.24,0.343,81.6%,72.0,76.0,2.92,42.1%,48.8%,2.7%,,6.5%,,,,,,330.0,0.26,571.0,0.451,269.0,0.212,97.0,0.077,94.93,2308.0,0.318,0.0,0.318,0.455,0.136,95.57,2277.0,0.343,0.0,0.343,0.328,0.284,,,,,,,,,,,,,,,
chris sale,P,ATL,Pitcher Fantasy Score,41.5,MIL,base,Mon 7:40 PM,13.0,3.0,4.0,2.93,96.0,11.73,2.81,4.17,0.86,8.31,10603.0,30.9%,7.4%,23.5%,0.242,1.24,0.343,81.6%,72.0,76.0,2.92,42.1%,48.8%,2.7%,,6.5%,,,,,,330.0,0.26,571.0,0.451,269.0,0.212,97.0,0.077,94.93,2308.0,0.318,0.0,0.318,0.455,0.136,95.57,2277.0,0.343,0.0,0.343,0.328,0.284,W,27.0,1.0,7.0,0.0,1.29,0.0,0.0,1.0,0.0,0.0,103.0,21.0,61.0,1.0
aaron civale,P,MIL,Pitcher Strikeouts,4.0,ATL,base,Mon 7:40 PM,4.0,1.0,1.0,5.19,14.0,7.27,2.6,2.8,2.08,9.35,19479.0,19.2%,6.8%,12.3%,0.269,1.33,0.286,76.1%,129.0,137.0,5.49,13.4%,6.9%,24.8%,36.9%,,12.4%,2.0%,3.6%,,,85.0,0.278,139.0,0.454,67.0,0.219,15.0,0.049,92.1,2435.0,0.31,0.0,0.276,0.31,0.379,92.05,2424.0,0.317,0.0,0.293,0.317,0.293,L,21.0,2.0,4.2,0.0,3.86,0.0,0.0,1.0,0.0,0.0,80.0,14.0,5.0,1.0
aaron civale,P,MIL,Walks Allowed,1.5,ATL,base,Mon 7:40 PM,4.0,1.0,1.0,5.19,14.0,7.27,2.6,2.8,2.08,9.35,19479.0,19.2%,6.8%,12.3%,0.269,1.33,0.286,76.1%,129.0,137.0,5.49,13.4%,6.9%,24.8%,36.9%,,12.4%,2.0%,3.6%,,,85.0,0.278,139.0,0.454,67.0,0.219,15.0,0.049,92.1,2435.0,0.31,0.0,0.276,0.31,0.379,92.05,2424.0,0.317,0.0,0.293,0.317,0.293,,,,,,,,,,,,,,,
aaron civale,P,MIL,Earned Runs Allowed,2.5,ATL,base,Mon 7:40 PM,4.0,1.0,1.0,5.19,14.0,7.27,2.6,2.8,2.08,9.35,19479.0,19.2%,6.8%,12.3%,0.269,1.33,0.286,76.1%,129.0,137.0,5.49,13.4%,6.9%,24.8%,36.9%,,12.4%,2.0%,3.6%,,,85.0,0.278,139.0,0.454,67.0,0.219,15.0,0.049,92.1,2435.0,0.31,0.0,0.276,0.31,0.379,92.05,2424.0,0.317,0.0,0.293,0.317,0.293,L,21.0,2.0,4.2,0.0,3.86,0.0,0.0,1.0,0.0,0.0,80.0,14.0,2.0,0.0
aaron civale,P,MIL,Pitcher Fantasy Score,21.5,ATL,base,Mon 7:40 PM,4.0,1.0,1.0,5.19,14.0,7.27,2.6,2.8,2.08,9.35,19479.0,19.2%,6.8%,12.3%,0.269,1.33,0.286,76.1%,129.0,137.0,5.49,13.4%,6.9%,24.8%,36.9%,,12.4%,2.0%,3.6%,,,85.0,0.278,139.0,0.454,67.0,0.219,15.0,0.049,92.1,2435.0,0.31,0.0,0.276,0.31,0.379,92.05,2424.0,0.317,0.0,0.293,0.317,0.293,L,21.0,2.0,4.2,0.0,3.86,0.0,0.0,1.0,0.0,0.0,80.0,14.0,23.0,1.0
andre pallante,P,STL,Earned Runs Allowed,2.5,TOR,base,Mon 7:45 PM,12.0,4.0,3.0,4.91,44.0,6.0,3.14,1.91,1.5,9.27,26108.0,15.5%,8.1%,7.4%,0.261,1.38,0.277,71.4%,124.0,127.0,4.95,49.3%,25.3%,14.5%,,,,,,10.9%,,306.0,0.291,395.0,0.376,237.0,0.225,113.0,0.108,94.81,2280.0,0.394,0.0,0.667,0.152,0.152,94.85,2294.0,0.419,0.0,0.602,0.194,0.183,,27.0,2.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,92.0,18.0,2.0,0.0
andre pallante,P,STL,Pitches Thrown,90.5,TOR,base,Mon 7:45 PM,12.0,4.0,3.0,4.91,44.0,6.0,3.14,1.91,1.5,9.27,26108.0,15.5%,8.1%,7.4%,0.261,1.38,0.277,71.4%,124.0,127.0,4.95,49.3%,25.3%,14.5%,,,,,,10.9%,,306.0,0.291,395.0,0.376,237.0,0.225,113.0,0.108,94.81,2280.0,0.394,0.0,0.667,0.152,0.152,94.85,2294.0,0.419,0.0,0.602,0.194,0.183,,27.0,2.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,92.0,18.0,92.0,1.0
andre pallante,P,STL,Pitcher Strikeouts,3.0,TOR,base,Mon 7:45 PM,12.0,4.0,3.0,4.91,44.0,6.0,3.14,1.91,1.5,9.27,26108.0,15.5%,8.1%,7.4%,0.261,1.38,0.277,71.4%,124.0,127.0,4.95,49.3%,25.3%,14.5%,,,,,,10.9%,,306.0,0.291,395.0,0.376,237.0,0.225,113.0,0.108,94.81,2280.0,0.394,0.0,0.667,0.152,0.152,94.85,2294.0,0.419,0.0,0.602,0.194,0.183,,27.0,2.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,92.0,18.0,3.0,1.0
andre pallante,P,STL,Pitcher Fantasy Score,23.5,TOR,base,Mon 7:45 PM,12.0,4.0,3.0,4.91,44.0,6.0,3.14,1.91,1.5,9.27,26108.0,15.5%,8.1%,7.4%,0.261,1.38,0.277,71.4%,124.0,127.0,4.95,49.3%,25.3%,14.5%,,,,,,10.9%,,306.0,0.291,395.0,0.376,237.0,0.225,113.0,0.108,94.81,2280.0,0.394,0.0,0.667,0.152,0.152,94.85,2294.0,0.419,0.0,0.602,0.194,0.183,,27.0,2.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,92.0,18.0,25.0,1.0
jose berrios,P,TOR,Pitcher Strikeouts,4.0,STL,base,Mon 7:45 PM,13.0,2.0,2.0,3.67,70.0,8.29,3.55,2.33,1.3,7.93,14168.0,22.2%,9.5%,12.7%,0.237,1.28,0.277,81.6%,93.0,109.0,4.41,19.5%,,31.2%,6.1%,16.7%,,,,,26.5%,281.0,0.245,473.0,0.412,281.0,0.245,112.0,0.098,93.22,2112.0,0.32,0.0,0.48,0.2,0.24,92.77,2110.0,0.354,0.0,0.367,0.241,0.304,,25.0,0.0,6.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,20.0,1.0,0.0
