Player,Position,Team,Prop Type,Prop Value,Opposing Team,Stadium,Game-Time Temp (°F),Game-Time Humidity (%),Game-Time Wind Speed (mph),Game-Time Wind Dir (°),Game-Time Effect on Hitters,Odds Category,Start Time,Full Opposing Team,Opposing Pitcher,Pitcher Handedness,G_vs_rhp,AB_vs_rhp,H_vs_rhp,HR_vs_rhp,RBI_vs_rhp,PA_vs_rhp,AVG_vs_rhp,OBP_vs_rhp,SLG_vs_rhp,OPS_vs_rhp,G_vs_rhp_5,AB_vs_rhp_5,H_vs_rhp_5,HR_vs_rhp_5,RBI_vs_rhp_5,PA_vs_rhp_5,AVG_vs_rhp_5,OBP_vs_rhp_5,SLG_vs_rhp_5,OPS_vs_rhp_5,G_vs_rhp_10,AB_vs_rhp_10,H_vs_rhp_10,HR_vs_rhp_10,RBI_vs_rhp_10,PA_vs_rhp_10,AVG_vs_rhp_10,OBP_vs_rhp_10,SLG_vs_rhp_10,OPS_vs_rhp_10,G_vs_rhp_15,AB_vs_rhp_15,H_vs_rhp_15,HR_vs_rhp_15,RBI_vs_rhp_15,PA_vs_rhp_15,AVG_vs_rhp_15,OBP_vs_rhp_15,SLG_vs_rhp_15,OPS_vs_rhp_15,BB%_vs_rhp,K%_vs_rhp,BB/K_vs_rhp,ISO_vs_rhp,BABIP_vs_rhp,wOBA_vs_rhp,wRC+_vs_rhp,G_vs_lhp,AB_vs_lhp,H_vs_lhp,HR_vs_lhp,RBI_vs_lhp,PA_vs_lhp,AVG_vs_lhp,OBP_vs_lhp,SLG_vs_lhp,OPS_vs_lhp,G_vs_lhp_5,AB_vs_lhp_5,H_vs_lhp_5,HR_vs_lhp_5,RBI_vs_lhp_5,PA_vs_lhp_5,AVG_vs_lhp_5,OBP_vs_lhp_5,SLG_vs_lhp_5,OPS_vs_lhp_5,G_vs_lhp_10,AB_vs_lhp_10,H_vs_lhp_10,HR_vs_lhp_10,RBI_vs_lhp_10,PA_vs_lhp_10,AVG_vs_lhp_10,OBP_vs_lhp_10,SLG_vs_lhp_10,OPS_vs_lhp_10,G_vs_lhp_15,AB_vs_lhp_15,H_vs_lhp_15,HR_vs_lhp_15,RBI_vs_lhp_15,PA_vs_lhp_15,AVG_vs_lhp_15,OBP_vs_lhp_15,SLG_vs_lhp_15,OPS_vs_lhp_15,BB%_vs_lhp,K%_vs_lhp,BB/K_vs_lhp,ISO_vs_lhp,BABIP_vs_lhp,wOBA_vs_lhp,wRC+_vs_lhp,EV,Barrel%,Hard Hit %,xBA,xwOBA,Heart_Swing,Heart_Take,Heart_Run,Shadow_Swing,Shadow_Take,Shadow_Run,Chase_Swing,Chase_Take,Chase_Run,Waste_Swing,Waste_Take,Waste_Run,4seam_fastball_HardHit%,changeup_HardHit%,curveball_HardHit%,cutter_HardHit%,sinker_HardHit%,slider_HardHit%,sweeper_HardHit%,4seam_fastball_RV100,changeup_RV100,curveball_RV100,cutter_RV100,sinker_RV100,slider_RV100,sweeper_RV100,4seam_fastball_wOBA,changeup_wOBA,curveball_wOBA,cutter_wOBA,sinker_wOBA,slider_wOBA,sweeper_wOBA,4seam_fastball_xwOBA,changeup_xwOBA,curveball_xwOBA,cutter_xwOBA,sinker_xwOBA,slider_xwOBA,sweeper_xwOBA,Team Name,Weather Team Name,Park_Factor_Basic,Park_Factor_1B,Park_Factor_2B,Park_Factor_3B,Park_Factor_HR,Park_Factor_SO,Park_Factor_BB,Park_Factor_GB,Park_Factor_FB,Park_Factor_LD,Park_Factor_IFFB,Park_Factor_FIP,TB,AB,IBB,XBH,H,CS,BB,RBI,HBP,SB,2B,R,SH,PA,SO,3B,SF,GIDP,HR,Actual Stat,Hit
sam hilliard,OF,COL,Runs,0.5,SF,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Giants,hayden birdsong,right,9,22,7,1,2,26,0.318,0.423,0.682,1.105,5,10,3,0,0,13,0.3,0.462,0.7,1.162,10,24,8,2,3,29,0.333,0.448,0.792,1.24,15,37,9,2,3,45,0.243,0.364,0.568,0.931,15.4%,19.2%,0.8,0.364,0.375,0.463,189.0,27,40,12,5,16,43,0.3,0.286,0.725,1.011,5,5,1,1,1,5,0.2,0.2,0.8,1.0,10,13,5,3,7,13,0.385,0.385,1.077,1.462,15,23,6,4,9,23,0.261,0.261,0.783,1.043,,,,,,,,96.3,23.5%,70.6%,0.293,0.426,24.0,6.0,-1.0,24.0,33.0,2.0,2.0,17.0,1.0,0.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,Rockies,113,108,110,135,107,96,100,107,97,109,93,105,0,3,0,0,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,2.0,1
heliot ramos,OF,SF,RBIs,0.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,64,190,57,9,26,214,0.3,0.364,0.484,0.849,5,15,6,0,1,17,0.4,0.412,0.4,0.812,10,30,9,1,5,36,0.3,0.389,0.433,0.822,15,50,15,2,8,58,0.3,0.379,0.48,0.859,7.5%,22.0%,0.34,0.184,0.35,0.369,140.0,29,64,18,2,8,74,0.281,0.365,0.484,0.849,5,13,5,0,0,15,0.385,0.467,0.462,0.928,10,24,8,1,4,29,0.333,0.414,0.542,0.955,15,32,10,2,6,39,0.313,0.41,0.594,1.004,10.8%,25.7%,0.42,0.203,0.364,0.364,137.0,91.0,12.5%,45.3%,0.261,0.351,227.0,83.0,6.0,279.0,191.0,-8.0,60.0,206.0,7.0,5.0,98.0,7.0,55.0,,,,45.5,55.9,40.0,1.4,,,,1.4,0.1,2.5,0.409,,,,0.397,0.3,0.413,0.367,,,,0.374,0.344,0.381,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,3,4,0,1,2,0,1,0,0,0,1,2,0,5,1,0,0,0,0,0.0,0
heliot ramos,OF,SF,Hits,1.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,64,190,57,9,26,214,0.3,0.364,0.484,0.849,5,15,6,0,1,17,0.4,0.412,0.4,0.812,10,30,9,1,5,36,0.3,0.389,0.433,0.822,15,50,15,2,8,58,0.3,0.379,0.48,0.859,7.5%,22.0%,0.34,0.184,0.35,0.369,140.0,29,64,18,2,8,74,0.281,0.365,0.484,0.849,5,13,5,0,0,15,0.385,0.467,0.462,0.928,10,24,8,1,4,29,0.333,0.414,0.542,0.955,15,32,10,2,6,39,0.313,0.41,0.594,1.004,10.8%,25.7%,0.42,0.203,0.364,0.364,137.0,91.0,12.5%,45.3%,0.261,0.351,227.0,83.0,6.0,279.0,191.0,-8.0,60.0,206.0,7.0,5.0,98.0,7.0,55.0,,,,45.5,55.9,40.0,1.4,,,,1.4,0.1,2.5,0.409,,,,0.397,0.3,0.413,0.367,,,,0.374,0.344,0.381,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,3,4,0,1,2,0,1,0,0,0,1,2,0,5,1,0,0,0,0,2.0,1
casey schmitt,IF,SF,Hitter Strikeouts,0.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,15,26,4,1,3,31,0.154,0.267,0.308,0.574,5,10,2,1,2,12,0.2,0.273,0.5,0.773,10,19,2,1,2,23,0.105,0.227,0.263,0.49,15,26,4,1,3,31,0.154,0.267,0.308,0.574,9.7%,32.3%,0.3,0.154,0.2,0.264,68.0,15,32,9,0,3,36,0.281,0.361,0.344,0.705,5,9,4,0,1,11,0.444,0.545,0.444,0.99,10,23,7,0,3,26,0.304,0.385,0.348,0.732,15,32,9,0,3,36,0.281,0.361,0.344,0.705,8.3%,27.8%,0.3,0.063,0.409,0.321,107.0,90.4,10.3%,46.2%,0.269,0.341,50.0,16.0,0.0,55.0,45.0,-3.0,17.0,45.0,1.0,2.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,2,4,0,0,2,0,1,2,0,0,0,1,0,5,2,0,0,0,0,2.0,1
casey schmitt,IF,SF,Runs,0.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,15,26,4,1,3,31,0.154,0.267,0.308,0.574,5,10,2,1,2,12,0.2,0.273,0.5,0.773,10,19,2,1,2,23,0.105,0.227,0.263,0.49,15,26,4,1,3,31,0.154,0.267,0.308,0.574,9.7%,32.3%,0.3,0.154,0.2,0.264,68.0,15,32,9,0,3,36,0.281,0.361,0.344,0.705,5,9,4,0,1,11,0.444,0.545,0.444,0.99,10,23,7,0,3,26,0.304,0.385,0.348,0.732,15,32,9,0,3,36,0.281,0.361,0.344,0.705,8.3%,27.8%,0.3,0.063,0.409,0.321,107.0,90.4,10.3%,46.2%,0.269,0.341,50.0,16.0,0.0,55.0,45.0,-3.0,17.0,45.0,1.0,2.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,2,4,0,0,2,0,1,2,0,0,0,1,0,5,2,0,0,0,0,1.0,1
jung hoo lee,OF,SF,Hits,1.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,62,184,48,3,21,206,0.261,0.325,0.397,0.722,5,9,2,0,0,14,0.222,0.5,0.333,0.833,10,32,8,0,1,38,0.25,0.342,0.344,0.686,15,50,11,0,1,57,0.22,0.298,0.28,0.578,8.3%,10.7%,0.77,0.136,0.278,0.318,105.0,36,67,21,3,11,71,0.313,0.352,0.582,0.934,5,8,4,0,0,11,0.5,0.636,1.0,1.636,10,20,6,0,0,23,0.3,0.391,0.55,0.941,15,26,7,1,3,29,0.269,0.345,0.577,0.922,5.6%,15.5%,0.36,0.269,0.34,0.398,160.0,87.9,4.5%,29.4%,0.288,0.335,212.0,99.0,-6.0,221.0,220.0,-3.0,39.0,190.0,9.0,2.0,69.0,4.0,30.4,25.0,34.8,,34.6,35.0,,-0.9,0.6,2.5,,0.4,1.9,,0.312,0.312,0.413,,0.429,0.344,,0.369,0.303,0.366,,0.29,0.369,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,3,3,0,1,1,0,2,0,0,0,0,3,0,5,0,1,0,0,0,1.0,0
jordan beck,OF,COL,Total Bases,1.5,SF,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Giants,hayden birdsong,right,52,152,39,5,14,168,0.257,0.321,0.454,0.775,5,15,5,0,2,17,0.333,0.412,0.467,0.878,10,32,8,0,4,35,0.25,0.314,0.344,0.658,15,46,11,0,4,51,0.239,0.314,0.326,0.64,7.7%,25.0%,0.31,0.197,0.321,0.337,102.0,24,54,15,3,6,57,0.278,0.316,0.519,0.834,5,15,4,0,0,15,0.267,0.267,0.267,0.533,10,28,7,0,0,29,0.25,0.276,0.321,0.597,15,39,9,0,0,40,0.231,0.25,0.282,0.532,5.3%,35.1%,0.15,0.241,0.387,0.359,117.0,88.5,13.1%,40.7%,0.252,0.337,167.0,63.0,-1.0,222.0,173.0,1.0,43.0,158.0,5.0,4.0,64.0,3.0,55.6,,,,60.9,30.0,,1.2,,,,1.8,1.7,,0.38,,,,0.469,0.353,,0.404,,,,0.341,0.294,,Rockies,Rockies,113,108,110,135,107,96,100,107,97,109,93,105,2,4,0,0,2,0,1,0,0,0,0,1,0,5,0,0,0,0,0,2.0,1
willy adames,IF,SF,Hits+Runs+RBIs,2.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,66,181,41,5,24,210,0.227,0.321,0.376,0.696,5,11,2,0,1,13,0.182,0.231,0.273,0.503,10,20,3,0,1,28,0.15,0.357,0.2,0.557,15,38,6,0,2,48,0.158,0.298,0.184,0.482,11.9%,25.2%,0.47,0.149,0.288,0.309,98.0,39,70,10,2,7,79,0.143,0.203,0.243,0.445,5,7,2,2,5,9,0.286,0.222,1.143,1.365,10,16,2,2,5,20,0.125,0.2,0.5,0.7,15,24,4,2,5,29,0.167,0.241,0.458,0.7,7.6%,29.1%,0.26,0.1,0.167,0.2,24.0,88.3,11.0%,42.0%,0.211,0.302,224.0,81.0,-4.0,246.0,256.0,-10.0,64.0,198.0,5.0,2.0,94.0,6.0,53.8,,,,24.1,31.8,,-0.2,,,,0.7,-0.6,,0.321,,,,0.337,0.273,,0.376,,,,0.296,0.269,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,7,4,0,2,3,0,0,3,0,0,1,3,0,5,0,0,1,0,1,9.0,1
orlando arcia,IF,COL,Hits+Runs+RBIs,1.5,SF,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Giants,hayden birdsong,right,17,47,8,1,3,49,0.17,0.204,0.234,0.438,5,16,2,0,1,16,0.125,0.125,0.125,0.25,10,28,4,1,2,29,0.143,0.172,0.25,0.422,15,42,7,1,3,44,0.167,0.205,0.238,0.443,4.1%,24.5%,0.17,0.064,0.206,0.198,13.0,9,10,3,0,0,11,0.3,0.364,0.4,0.764,5,6,2,0,0,7,0.333,0.429,0.333,0.762,10,12,3,0,0,13,0.25,0.308,0.333,0.641,15,22,6,0,0,23,0.273,0.304,0.409,0.713,9.1%,9.1%,1.0,0.1,0.333,0.34,112.0,86.2,2.3%,29.5%,0.231,0.258,52.0,20.0,-4.0,58.0,33.0,-3.0,7.0,31.0,2.0,0.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,Rockies,113,108,110,135,107,96,100,107,97,109,93,105,1,4,0,0,1,0,1,2,0,0,0,0,0,5,1,0,0,0,0,3.0,1
thairo estrada,IF,COL,Total Bases,1.5,SF,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Giants,hayden birdsong,right,10,35,9,0,4,36,0.257,0.25,0.343,0.593,5,19,4,0,1,19,0.211,0.211,0.263,0.474,10,35,9,0,4,36,0.257,0.25,0.343,0.593,15,53,13,0,6,54,0.245,0.241,0.302,0.543,0.0%,16.7%,0.0,0.086,0.3,0.254,45.0,3,6,0,0,1,7,0.0,0.143,0.0,0.143,5,9,1,0,2,10,0.111,0.2,0.111,0.311,10,21,1,0,2,22,0.048,0.091,0.048,0.139,15,29,2,0,4,31,0.069,0.129,0.103,0.232,0.0%,14.3%,0.0,0.0,0.0,0.104,-58.0,87.0,2.9%,25.7%,0.209,0.228,37.0,9.0,-2.0,41.0,27.0,-2.0,9.0,17.0,0.0,0.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,Rockies,113,108,110,135,107,96,100,107,97,109,93,105,1,5,0,0,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1.0,0
dominic smith,IF,SF,Hitter Strikeouts,0.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,7,16,5,0,4,19,0.313,0.316,0.375,0.691,5,10,2,0,2,13,0.2,0.231,0.2,0.431,10,23,7,0,4,26,0.304,0.308,0.391,0.699,15,37,10,0,4,42,0.27,0.31,0.351,0.661,5.3%,21.1%,0.25,0.063,0.357,0.29,86.0,4,5,0,0,0,5,0.0,0.0,0.0,0.0,5,6,0,0,0,6,0.0,0.0,0.0,0.0,10,10,0,0,0,11,0.0,0.091,0.0,0.091,15,17,1,0,1,18,0.059,0.111,0.118,0.229,0.0%,20.0%,0.0,0.0,0.0,0.0,-100.0,83.9,0.0%,16.7%,0.223,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,6,4,0,1,3,0,1,3,0,0,0,2,0,5,1,0,0,0,1,1.0,1
mike yastrzemski,OF,SF,Hitter Fantasy Score,6.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,56,154,40,4,19,181,0.26,0.365,0.409,0.774,5,10,3,0,6,12,0.3,0.333,0.5,0.833,10,27,5,0,6,31,0.185,0.258,0.259,0.517,15,39,6,0,6,45,0.154,0.244,0.256,0.501,14.4%,20.4%,0.7,0.149,0.316,0.341,121.0,32,51,9,1,5,54,0.176,0.222,0.275,0.497,5,11,1,0,1,11,0.091,0.091,0.091,0.182,10,21,3,0,1,21,0.143,0.143,0.19,0.333,15,28,6,0,2,29,0.214,0.241,0.286,0.527,3.7%,25.9%,0.14,0.098,0.222,0.223,40.0,90.7,9.0%,40.0%,0.237,0.318,178.0,93.0,-8.0,184.0,198.0,-4.0,35.0,174.0,8.0,0.0,66.0,4.0,45.2,,,,57.9,36.0,,-2.1,,,,0.4,1.8,,0.238,,,,0.382,0.374,,0.269,,,,0.388,0.304,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,3,5,0,1,2,0,0,3,0,0,1,0,0,5,1,0,0,0,0,14.0,1
wilmer flores,IF,SF,Hitter Fantasy Score,8.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,63,179,47,8,40,199,0.263,0.332,0.413,0.745,5,15,4,1,4,17,0.267,0.294,0.467,0.761,10,30,7,1,4,34,0.233,0.294,0.333,0.627,15,49,13,1,7,54,0.265,0.315,0.367,0.682,8.0%,17.6%,0.46,0.151,0.285,0.33,113.0,28,59,14,3,11,64,0.237,0.297,0.407,0.704,5,9,2,0,1,11,0.222,0.364,0.222,0.586,10,19,5,1,5,22,0.263,0.364,0.421,0.785,15,30,9,1,6,33,0.3,0.364,0.433,0.797,6.3%,20.3%,0.31,0.169,0.256,0.311,100.0,84.6,5.2%,24.6%,0.24,0.299,190.0,87.0,-2.0,255.0,234.0,-7.0,64.0,177.0,6.0,4.0,98.0,5.0,25.0,31.8,,,42.3,16.7,23.1,0.0,0.3,,,0.8,0.1,3.4,0.343,0.34,,,0.386,0.32,0.511,0.307,0.369,,,0.331,0.257,0.298,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,1,3,0,0,1,0,1,1,0,0,0,0,0,5,1,0,1,0,0,7.0,0
ryan mcmahon,IF,COL,Hitter Fantasy Score,6.5,SF,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Giants,hayden birdsong,right,59,160,36,6,14,192,0.225,0.349,0.394,0.743,5,13,6,1,1,16,0.462,0.563,0.769,1.332,10,31,8,1,1,36,0.258,0.361,0.419,0.78,15,45,10,1,3,50,0.222,0.3,0.333,0.633,16.1%,27.1%,0.6,0.169,0.291,0.331,99.0,32,64,13,2,5,71,0.203,0.282,0.344,0.625,5,10,4,1,4,10,0.4,0.4,0.9,1.3,10,22,6,1,4,23,0.273,0.304,0.545,0.85,15,29,9,1,4,30,0.31,0.333,0.517,0.851,8.5%,31.0%,0.27,0.141,0.275,0.281,64.0,94.4,11.9%,51.0%,0.245,0.355,221.0,80.0,-9.0,237.0,269.0,-3.0,38.0,207.0,9.0,7.0,76.0,3.0,54.8,30.8,,36.4,66.7,44.4,,1.8,-0.8,,1.2,0.0,-1.4,,0.392,0.25,,0.454,0.331,0.247,,0.44,0.349,,0.373,0.419,0.316,,Rockies,Rockies,113,108,110,135,107,96,100,107,97,109,93,105,0,3,0,0,0,0,2,0,0,0,0,1,0,5,2,0,0,0,0,6.0,0
sam hilliard,OF,COL,Hitter Fantasy Score,6.5,SF,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Giants,hayden birdsong,right,9,22,7,1,2,26,0.318,0.423,0.682,1.105,5,10,3,0,0,13,0.3,0.462,0.7,1.162,10,24,8,2,3,29,0.333,0.448,0.792,1.24,15,37,9,2,3,45,0.243,0.364,0.568,0.931,15.4%,19.2%,0.8,0.364,0.375,0.463,189.0,27,40,12,5,16,43,0.3,0.286,0.725,1.011,5,5,1,1,1,5,0.2,0.2,0.8,1.0,10,13,5,3,7,13,0.385,0.385,1.077,1.462,15,23,6,4,9,23,0.261,0.261,0.783,1.043,,,,,,,,96.3,23.5%,70.6%,0.293,0.426,24.0,6.0,-1.0,24.0,33.0,2.0,2.0,17.0,1.0,0.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,Rockies,113,108,110,135,107,96,100,107,97,109,93,105,0,3,0,0,0,0,2,0,0,0,0,2,0,5,1,0,0,0,0,8.0,1
heliot ramos,OF,SF,Hitter Fantasy Score,9.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,64,190,57,9,26,214,0.3,0.364,0.484,0.849,5,15,6,0,1,17,0.4,0.412,0.4,0.812,10,30,9,1,5,36,0.3,0.389,0.433,0.822,15,50,15,2,8,58,0.3,0.379,0.48,0.859,7.5%,22.0%,0.34,0.184,0.35,0.369,140.0,29,64,18,2,8,74,0.281,0.365,0.484,0.849,5,13,5,0,0,15,0.385,0.467,0.462,0.928,10,24,8,1,4,29,0.333,0.414,0.542,0.955,15,32,10,2,6,39,0.313,0.41,0.594,1.004,10.8%,25.7%,0.42,0.203,0.364,0.364,137.0,91.0,12.5%,45.3%,0.261,0.351,227.0,83.0,6.0,279.0,191.0,-8.0,60.0,206.0,7.0,5.0,98.0,7.0,55.0,,,,45.5,55.9,40.0,1.4,,,,1.4,0.1,2.5,0.409,,,,0.397,0.3,0.413,0.367,,,,0.374,0.344,0.381,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,3,4,0,1,2,0,1,0,0,0,1,2,0,5,1,0,0,0,0,14.0,1
brenton doyle,OF,COL,Hitter Fantasy Score,6.5,SF,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Giants,hayden birdsong,right,52,165,27,4,18,175,0.164,0.2,0.279,0.479,5,16,3,0,2,17,0.188,0.176,0.313,0.489,10,33,4,0,2,34,0.121,0.118,0.182,0.299,15,49,7,1,5,53,0.143,0.189,0.265,0.454,4.6%,28.0%,0.16,0.115,0.202,0.211,16.0,24,47,17,1,5,56,0.362,0.464,0.532,0.996,5,11,4,0,0,12,0.364,0.417,0.455,0.871,10,23,8,0,1,27,0.348,0.444,0.522,0.966,15,34,11,1,3,39,0.324,0.41,0.559,0.969,16.1%,16.1%,1.0,0.17,0.432,0.436,170.0,90.4,12.8%,44.2%,0.247,0.314,178.0,54.0,-4.0,193.0,179.0,-12.0,37.0,162.0,6.0,4.0,51.0,2.0,53.3,,,,46.4,48.3,,-1.8,,,,0.2,-1.8,,0.25,,,,0.353,0.231,,0.28,,,,0.37,0.232,,Rockies,Rockies,113,108,110,135,107,96,100,107,97,109,93,105,2,4,0,0,2,0,1,0,0,1,0,1,0,5,2,0,0,0,0,15.0,1
tyler fitzgerald,IF,SF,Hitter Fantasy Score,5.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,44,111,26,1,5,120,0.234,0.28,0.315,0.595,5,11,1,0,1,13,0.091,0.167,0.091,0.258,10,24,3,0,1,27,0.125,0.192,0.125,0.317,15,42,7,0,1,46,0.167,0.222,0.19,0.413,5.0%,25.8%,0.19,0.081,0.316,0.267,69.0,24,42,12,1,3,51,0.286,0.4,0.429,0.829,5,9,1,0,0,12,0.111,0.333,0.111,0.444,10,16,3,0,0,22,0.188,0.409,0.25,0.659,15,25,6,0,1,32,0.24,0.406,0.28,0.686,13.7%,25.5%,0.54,0.143,0.393,0.371,141.0,83.7,4.5%,29.5%,0.225,0.276,133.0,43.0,-2.0,164.0,109.0,-7.0,38.0,101.0,3.0,3.0,56.0,3.0,40.7,,,,,7.7,,-2.1,,,,,-1.1,,0.292,,,,,0.25,,0.357,,,,,0.22,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,1,4,0,0,1,1,0,1,0,0,0,0,1,5,0,0,0,0,0,5.0,0
jung hoo lee,OF,SF,Hitter Fantasy Score,9.0,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,62,184,48,3,21,206,0.261,0.325,0.397,0.722,5,9,2,0,0,14,0.222,0.5,0.333,0.833,10,32,8,0,1,38,0.25,0.342,0.344,0.686,15,50,11,0,1,57,0.22,0.298,0.28,0.578,8.3%,10.7%,0.77,0.136,0.278,0.318,105.0,36,67,21,3,11,71,0.313,0.352,0.582,0.934,5,8,4,0,0,11,0.5,0.636,1.0,1.636,10,20,6,0,0,23,0.3,0.391,0.55,0.941,15,26,7,1,3,29,0.269,0.345,0.577,0.922,5.6%,15.5%,0.36,0.269,0.34,0.398,160.0,87.9,4.5%,29.4%,0.288,0.335,212.0,99.0,-6.0,221.0,220.0,-3.0,39.0,190.0,9.0,2.0,69.0,4.0,30.4,25.0,34.8,,34.6,35.0,,-0.9,0.6,2.5,,0.4,1.9,,0.312,0.312,0.413,,0.429,0.344,,0.369,0.303,0.366,,0.29,0.369,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,3,3,0,1,1,0,2,0,0,0,0,3,0,5,0,1,0,0,0,18.0,1
jordan beck,OF,COL,Hitter Fantasy Score,7.5,SF,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Giants,hayden birdsong,right,52,152,39,5,14,168,0.257,0.321,0.454,0.775,5,15,5,0,2,17,0.333,0.412,0.467,0.878,10,32,8,0,4,35,0.25,0.314,0.344,0.658,15,46,11,0,4,51,0.239,0.314,0.326,0.64,7.7%,25.0%,0.31,0.197,0.321,0.337,102.0,24,54,15,3,6,57,0.278,0.316,0.519,0.834,5,15,4,0,0,15,0.267,0.267,0.267,0.533,10,28,7,0,0,29,0.25,0.276,0.321,0.597,15,39,9,0,0,40,0.231,0.25,0.282,0.532,5.3%,35.1%,0.15,0.241,0.387,0.359,117.0,88.5,13.1%,40.7%,0.252,0.337,167.0,63.0,-1.0,222.0,173.0,1.0,43.0,158.0,5.0,4.0,64.0,3.0,55.6,,,,60.9,30.0,,1.2,,,,1.8,1.7,,0.38,,,,0.469,0.353,,0.404,,,,0.341,0.294,,Rockies,Rockies,113,108,110,135,107,96,100,107,97,109,93,105,2,4,0,0,2,0,1,0,0,0,0,1,0,5,0,0,0,0,0,10.0,1
