Player,Position,Team,Prop Type,Prop Value,Opposing Team,Odds Category,Start Time,G,W,L,ERA,SO,K/9,BB/9,K/BB,HR/9,H/9,FG_ID,K%,BB%,K-BB%,AVG Against,WHIP,BABIP,LOB%,ERA-,FIP-,FIP,Four Seamer,Split Finger,Sweeper,Sinker,Changeup,Slider,Curveball,Cutter,Knuckle Curve,Heart_Count,Heart_Pct,Shadow_Count,Shadow_Pct,Chase_Count,Chase_Pct,Waste_Count,Waste_Pct,15_day_fastball_velo,15_day_fastball_spin,15_day_hard_hit_pct,15_day_barrel_pct,15_day_gb_pct,15_day_fb_pct,15_day_ld_pct,30_day_fastball_velo,30_day_fastball_spin,30_day_hard_hit_pct,30_day_barrel_pct,30_day_gb_pct,30_day_fb_pct,30_day_ld_pct,DEC,TBF,ER,IP,SHO,ERA_y,GF,CG,GS,WP,SV,Pitches Thrown,Pitching Outs,Actual Stat,Hit
paul skenes,P,PIT,Pitcher Strikeouts,7.0,CHC,base,Fri 2:20 PM,14,4,6,1.88,92,9.1,1.98,4.6,0.49,5.54,33677,26.7%,5.8%,20.9%,0.173,0.84,0.226,78.9%,46.0,63.0,2.49,35.0%,21.7%,15.6%,8.4%,8.2%,6.6%,4.5%,,,357,0.259,640,0.464,282,0.204,100,0.073,98.24,2116.0,0.343,0.0,0.486,0.257,0.143,98.25,2201.0,0.341,0.0,0.463,0.293,0.183,,20.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,15.0,5.0,0.0
paul skenes,P,PIT,Pitcher Fantasy Score,39.5,CHC,base,Fri 2:20 PM,14,4,6,1.88,92,9.1,1.98,4.6,0.49,5.54,33677,26.7%,5.8%,20.9%,0.173,0.84,0.226,78.9%,46.0,63.0,2.49,35.0%,21.7%,15.6%,8.4%,8.2%,6.6%,4.5%,,,357,0.259,640,0.464,282,0.204,100,0.073,98.24,2116.0,0.343,0.0,0.486,0.257,0.143,98.25,2201.0,0.341,0.0,0.463,0.293,0.183,,20.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,15.0,30.0,0.0
paul skenes,P,PIT,Pitches Thrown,97.5,CHC,base,Fri 2:20 PM,14,4,6,1.88,92,9.1,1.98,4.6,0.49,5.54,33677,26.7%,5.8%,20.9%,0.173,0.84,0.226,78.9%,46.0,63.0,2.49,35.0%,21.7%,15.6%,8.4%,8.2%,6.6%,4.5%,,,357,0.259,640,0.464,282,0.204,100,0.073,98.24,2116.0,0.343,0.0,0.486,0.257,0.143,98.25,2201.0,0.341,0.0,0.463,0.293,0.183,,20.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,15.0,95.0,0.0
cade horton,P,CHC,Pitcher Fantasy Score,24.5,PIT,base,Fri 2:20 PM,6,3,1,4.11,25,7.34,2.05,3.57,1.17,9.68,31872,18.9%,5.3%,13.6%,0.268,1.3,0.309,71.4%,105.0,103.0,4.02,51.1%,,21.7%,1.8%,12.2%,,13.2%,,,147,0.298,192,0.389,119,0.241,35,0.071,95.75,2466.0,0.375,0.0,0.375,0.125,0.406,95.63,2500.0,0.402,0.0,0.451,0.293,0.22,,21.0,0.0,5.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,17.0,29.0,1.0
cade horton,P,CHC,Pitcher Strikeouts,4.5,PIT,base,Fri 2:20 PM,6,3,1,4.11,25,7.34,2.05,3.57,1.17,9.68,31872,18.9%,5.3%,13.6%,0.268,1.3,0.309,71.4%,105.0,103.0,4.02,51.1%,,21.7%,1.8%,12.2%,,13.2%,,,147,0.298,192,0.389,119,0.241,35,0.071,95.75,2466.0,0.375,0.0,0.375,0.125,0.406,95.63,2500.0,0.402,0.0,0.451,0.293,0.22,,21.0,0.0,5.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.0,17.0,4.0,0.0
kevin gausman,P,TOR,Pitcher Strikeouts,5.5,PHI,base,Fri 6:45 PM,13,5,4,3.87,73,8.57,2.0,4.29,1.06,7.28,14107,24.2%,5.6%,18.5%,0.218,1.03,0.262,68.2%,98.0,83.0,3.4,54.1%,37.6%,,0.1%,,8.3%,,,,333,0.272,547,0.447,259,0.212,85,0.069,93.87,2233.0,0.321,0.0,0.5,0.143,0.286,94.53,2235.0,0.326,0.0,0.372,0.244,0.326,L,22.0,4.0,5.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,95.0,15.0,7.0,1.0
kevin gausman,P,TOR,Pitches Thrown,95.5,PHI,base,Fri 6:45 PM,13,5,4,3.87,73,8.57,2.0,4.29,1.06,7.28,14107,24.2%,5.6%,18.5%,0.218,1.03,0.262,68.2%,98.0,83.0,3.4,54.1%,37.6%,,0.1%,,8.3%,,,,333,0.272,547,0.447,259,0.212,85,0.069,93.87,2233.0,0.321,0.0,0.5,0.143,0.286,94.53,2235.0,0.326,0.0,0.372,0.244,0.326,L,22.0,4.0,5.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,95.0,15.0,95.0,0.0
kevin gausman,P,TOR,Earned Runs Allowed,2.5,PHI,base,Fri 6:45 PM,13,5,4,3.87,73,8.57,2.0,4.29,1.06,7.28,14107,24.2%,5.6%,18.5%,0.218,1.03,0.262,68.2%,98.0,83.0,3.4,54.1%,37.6%,,0.1%,,8.3%,,,,333,0.272,547,0.447,259,0.212,85,0.069,93.87,2233.0,0.321,0.0,0.5,0.143,0.286,94.53,2235.0,0.326,0.0,0.372,0.244,0.326,L,22.0,4.0,5.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,95.0,15.0,4.0,1.0
kevin gausman,P,TOR,Pitcher Fantasy Score,30.5,PHI,base,Fri 6:45 PM,13,5,4,3.87,73,8.57,2.0,4.29,1.06,7.28,14107,24.2%,5.6%,18.5%,0.218,1.03,0.262,68.2%,98.0,83.0,3.4,54.1%,37.6%,,0.1%,,8.3%,,,,333,0.272,547,0.447,259,0.212,85,0.069,93.87,2233.0,0.321,0.0,0.5,0.143,0.286,94.53,2235.0,0.326,0.0,0.372,0.244,0.326,L,22.0,4.0,5.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,95.0,15.0,24.0,0.0
kevin gausman,P,TOR,Walks Allowed,1.5,PHI,base,Fri 6:45 PM,13,5,4,3.87,73,8.57,2.0,4.29,1.06,7.28,14107,24.2%,5.6%,18.5%,0.218,1.03,0.262,68.2%,98.0,83.0,3.4,54.1%,37.6%,,0.1%,,8.3%,,,,333,0.272,547,0.447,259,0.212,85,0.069,93.87,2233.0,0.321,0.0,0.5,0.143,0.286,94.53,2235.0,0.326,0.0,0.372,0.244,0.326,,,,,,,,,,,,,,,
kevin gausman,P,TOR,Hits Allowed,5.5,PHI,base,Fri 6:45 PM,13,5,4,3.87,73,8.57,2.0,4.29,1.06,7.28,14107,24.2%,5.6%,18.5%,0.218,1.03,0.262,68.2%,98.0,83.0,3.4,54.1%,37.6%,,0.1%,,8.3%,,,,333,0.272,547,0.447,259,0.212,85,0.069,93.87,2233.0,0.321,0.0,0.5,0.143,0.286,94.53,2235.0,0.326,0.0,0.372,0.244,0.326,,,,,,,,,,,,,,,
ranger suarez,P,PHI,Pitcher Strikeouts,4.5,TOR,base,Fri 6:45 PM,7,4,1,2.7,38,7.89,2.28,3.45,0.42,7.89,17277,21.5%,6.2%,15.3%,0.23,1.13,0.288,76.3%,67.0,68.0,2.75,17.3%,,,26.9%,22.3%,3.2%,14.0%,16.3%,,187,0.284,285,0.433,143,0.217,43,0.065,91.14,1907.0,0.293,0.0,0.634,0.171,0.146,92.0,1926.0,0.267,0.0,0.5,0.244,0.178,W,26.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,21.0,6.0,1.0
ranger suarez,P,PHI,Pitcher Fantasy Score,29.5,TOR,base,Fri 6:45 PM,7,4,1,2.7,38,7.89,2.28,3.45,0.42,7.89,17277,21.5%,6.2%,15.3%,0.23,1.13,0.288,76.3%,67.0,68.0,2.75,17.3%,,,26.9%,22.3%,3.2%,14.0%,16.3%,,187,0.284,285,0.433,143,0.217,43,0.065,91.14,1907.0,0.293,0.0,0.634,0.171,0.146,92.0,1926.0,0.267,0.0,0.5,0.244,0.178,W,26.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,21.0,49.0,1.0
ranger suarez,P,PHI,Pitches Thrown,96.5,TOR,base,Fri 6:45 PM,7,4,1,2.7,38,7.89,2.28,3.45,0.42,7.89,17277,21.5%,6.2%,15.3%,0.23,1.13,0.288,76.3%,67.0,68.0,2.75,17.3%,,,26.9%,22.3%,3.2%,14.0%,16.3%,,187,0.284,285,0.433,143,0.217,43,0.065,91.14,1907.0,0.293,0.0,0.634,0.171,0.146,92.0,1926.0,0.267,0.0,0.5,0.244,0.178,W,26.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,21.0,94.0,0.0
ranger suarez,P,PHI,Walks Allowed,1.5,TOR,base,Fri 6:45 PM,7,4,1,2.7,38,7.89,2.28,3.45,0.42,7.89,17277,21.5%,6.2%,15.3%,0.23,1.13,0.288,76.3%,67.0,68.0,2.75,17.3%,,,26.9%,22.3%,3.2%,14.0%,16.3%,,187,0.284,285,0.433,143,0.217,43,0.065,91.14,1907.0,0.293,0.0,0.634,0.171,0.146,92.0,1926.0,0.267,0.0,0.5,0.244,0.178,,,,,,,,,,,,,,,
edward cabrera,P,MIA,Pitcher Strikeouts,5.0,WSH,base,Fri 6:45 PM,10,2,2,3.99,53,9.6,3.81,2.52,1.09,9.42,21690,24.3%,9.6%,14.7%,0.265,1.47,0.336,76.2%,97.0,97.0,3.84,13.6%,,,23.3%,25.3%,15.5%,22.3%,,,226,0.266,374,0.439,193,0.227,58,0.068,96.86,2297.0,0.481,0.0,0.259,0.222,0.481,96.87,2290.0,0.458,0.0,0.458,0.167,0.333,,14.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,64.0,9.0,5.0,1.0
edward cabrera,P,MIA,Hits Allowed,4.5,WSH,base,Fri 6:45 PM,10,2,2,3.99,53,9.6,3.81,2.52,1.09,9.42,21690,24.3%,9.6%,14.7%,0.265,1.47,0.336,76.2%,97.0,97.0,3.84,13.6%,,,23.3%,25.3%,15.5%,22.3%,,,226,0.266,374,0.439,193,0.227,58,0.068,96.86,2297.0,0.481,0.0,0.259,0.222,0.481,96.87,2290.0,0.458,0.0,0.458,0.167,0.333,,,,,,,,,,,,,,,
mitchell parker,P,WSH,Pitcher Strikeouts,4.0,MIA,base,Fri 6:45 PM,13,4,6,4.44,47,5.96,3.55,1.68,0.76,7.73,27636,15.7%,9.3%,6.3%,0.227,1.25,0.255,64.6%,111.0,104.0,4.16,55.3%,18.1%,,,,8.4%,18.2%,,,323,0.286,531,0.47,207,0.183,68,0.06,93.26,2184.0,0.613,0.0,0.323,0.29,0.323,93.18,2174.0,0.616,0.0,0.301,0.384,0.274,L,21.0,6.0,3.1,0.0,16.2,0.0,0.0,1.0,0.0,0.0,87.0,10.0,3.0,0.0
mitchell parker,P,WSH,Earned Runs Allowed,2.5,MIA,base,Fri 6:45 PM,13,4,6,4.44,47,5.96,3.55,1.68,0.76,7.73,27636,15.7%,9.3%,6.3%,0.227,1.25,0.255,64.6%,111.0,104.0,4.16,55.3%,18.1%,,,,8.4%,18.2%,,,323,0.286,531,0.47,207,0.183,68,0.06,93.26,2184.0,0.613,0.0,0.323,0.29,0.323,93.18,2174.0,0.616,0.0,0.301,0.384,0.274,L,21.0,6.0,3.1,0.0,16.2,0.0,0.0,1.0,0.0,0.0,87.0,10.0,6.0,1.0
jack kochanowicz,P,LAA,Walks Allowed,1.5,BAL,base,Fri 7:05 PM,13,3,7,5.61,48,6.42,4.41,1.45,1.47,10.29,27688,15.9%,11.0%,5.0%,0.293,1.63,0.324,72.3%,137.0,131.0,5.47,19.0%,,6.8%,47.1%,10.6%,16.4%,,,,288,0.262,473,0.43,243,0.221,95,0.086,95.18,2257.0,0.682,0.0,0.455,0.227,0.273,95.69,2252.0,0.565,0.0,0.536,0.232,0.203,,,,,,,,,,,,,,,
jack kochanowicz,P,LAA,Pitcher Strikeouts,3.0,BAL,base,Fri 7:05 PM,13,3,7,5.61,48,6.42,4.41,1.45,1.47,10.29,27688,15.9%,11.0%,5.0%,0.293,1.63,0.324,72.3%,137.0,131.0,5.47,19.0%,,6.8%,47.1%,10.6%,16.4%,,,,288,0.262,473,0.43,243,0.221,95,0.086,95.18,2257.0,0.682,0.0,0.455,0.227,0.273,95.69,2252.0,0.565,0.0,0.536,0.232,0.203,L,16.0,2.0,4.1,0.0,4.15,0.0,0.0,1.0,0.0,0.0,53.0,13.0,2.0,0.0
charlie morton,P,BAL,Pitcher Strikeouts,5.0,LAA,base,Fri 7:05 PM,15,2,7,6.59,57,9.16,4.98,1.84,1.61,10.29,4676,21.5%,11.7%,9.8%,0.278,1.7,0.331,65.9%,168.0,131.0,5.24,31.1%,,,13.1%,10.0%,,36.9%,8.9%,,280,0.27,428,0.412,235,0.226,95,0.092,94.01,2297.0,0.32,0.0,0.24,0.28,0.4,94.28,2307.0,0.316,0.0,0.421,0.263,0.281,W,21.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.0,15.0,10.0,1.0
charlie morton,P,BAL,Earned Runs Allowed,2.5,LAA,base,Fri 7:05 PM,15,2,7,6.59,57,9.16,4.98,1.84,1.61,10.29,4676,21.5%,11.7%,9.8%,0.278,1.7,0.331,65.9%,168.0,131.0,5.24,31.1%,,,13.1%,10.0%,,36.9%,8.9%,,280,0.27,428,0.412,235,0.226,95,0.092,94.01,2297.0,0.32,0.0,0.24,0.28,0.4,94.28,2307.0,0.316,0.0,0.421,0.263,0.281,W,21.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,78.0,15.0,0.0,0.0
taj bradley,P,TB,Pitching Outs,16.5,NYM,base,Fri 7:10 PM,13,4,5,4.58,66,7.96,3.5,2.28,1.21,7.71,22543,21.3%,9.4%,11.9%,0.231,1.25,0.269,68.7%,119.0,111.0,4.38,44.6%,20.0%,,,,,14.2%,21.3%,,312,0.27,510,0.441,245,0.212,90,0.078,96.52,2276.0,0.37,0.0,0.519,0.222,0.185,96.29,2293.0,0.412,0.0,0.515,0.221,0.221,,19.0,7.0,4.0,0.0,15.75,0.0,0.0,1.0,0.0,0.0,84.0,12.0,12.0,0.0
taj bradley,P,TB,Pitcher Fantasy Score,26.5,NYM,base,Fri 7:10 PM,13,4,5,4.58,66,7.96,3.5,2.28,1.21,7.71,22543,21.3%,9.4%,11.9%,0.231,1.25,0.269,68.7%,119.0,111.0,4.38,44.6%,20.0%,,,,,14.2%,21.3%,,312,0.27,510,0.441,245,0.212,90,0.078,96.52,2276.0,0.37,0.0,0.519,0.222,0.185,96.29,2293.0,0.412,0.0,0.515,0.221,0.221,,19.0,7.0,4.0,0.0,15.75,0.0,0.0,1.0,0.0,0.0,84.0,12.0,-3.0,0.0
taj bradley,P,TB,Pitcher Strikeouts,5.0,NYM,base,Fri 7:10 PM,13,4,5,4.58,66,7.96,3.5,2.28,1.21,7.71,22543,21.3%,9.4%,11.9%,0.231,1.25,0.269,68.7%,119.0,111.0,4.38,44.6%,20.0%,,,,,14.2%,21.3%,,312,0.27,510,0.441,245,0.212,90,0.078,96.52,2276.0,0.37,0.0,0.519,0.222,0.185,96.29,2293.0,0.412,0.0,0.515,0.221,0.221,,19.0,7.0,4.0,0.0,15.75,0.0,0.0,1.0,0.0,0.0,84.0,12.0,2.0,0.0
taj bradley,P,TB,Pitches Thrown,88.5,NYM,base,Fri 7:10 PM,13,4,5,4.58,66,7.96,3.5,2.28,1.21,7.71,22543,21.3%,9.4%,11.9%,0.231,1.25,0.269,68.7%,119.0,111.0,4.38,44.6%,20.0%,,,,,14.2%,21.3%,,312,0.27,510,0.441,245,0.212,90,0.078,96.52,2276.0,0.37,0.0,0.519,0.222,0.185,96.29,2293.0,0.412,0.0,0.515,0.221,0.221,,19.0,7.0,4.0,0.0,15.75,0.0,0.0,1.0,0.0,0.0,84.0,12.0,84.0,0.0
clay holmes,P,NYM,Pitches Thrown,91.5,TB,base,Fri 7:10 PM,13,7,3,2.95,65,7.98,2.82,2.83,0.98,7.85,13649,21.5%,7.6%,13.9%,0.232,1.19,0.276,81.5%,76.0,97.0,3.83,7.9%,,18.7%,36.9%,13.9%,15.4%,,7.1%,,310,0.267,515,0.444,255,0.22,79,0.068,93.18,2316.0,0.487,0.0,0.41,0.333,0.231,93.14,2325.0,0.517,0.0,0.539,0.258,0.169,W,27.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,79.0,15.0,79.0,0.0
clay holmes,P,NYM,Pitcher Fantasy Score,32.5,TB,base,Fri 7:10 PM,13,7,3,2.95,65,7.98,2.82,2.83,0.98,7.85,13649,21.5%,7.6%,13.9%,0.232,1.19,0.276,81.5%,76.0,97.0,3.83,7.9%,,18.7%,36.9%,13.9%,15.4%,,7.1%,,310,0.267,515,0.444,255,0.22,79,0.068,93.18,2316.0,0.487,0.0,0.41,0.333,0.231,93.14,2325.0,0.517,0.0,0.539,0.258,0.169,W,27.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,79.0,15.0,43.0,1.0
clay holmes,P,NYM,Pitcher Strikeouts,5.0,TB,base,Fri 7:10 PM,13,7,3,2.95,65,7.98,2.82,2.83,0.98,7.85,13649,21.5%,7.6%,13.9%,0.232,1.19,0.276,81.5%,76.0,97.0,3.83,7.9%,,18.7%,36.9%,13.9%,15.4%,,7.1%,,310,0.267,515,0.444,255,0.22,79,0.068,93.18,2316.0,0.487,0.0,0.41,0.333,0.231,93.14,2325.0,0.517,0.0,0.539,0.258,0.169,W,27.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,79.0,15.0,6.0,1.0
garrett crochet,P,BOS,Pitches Thrown,97.5,NYY,base,Fri 7:10 PM,14,6,4,2.35,110,11.25,2.76,4.07,0.82,6.85,27463,31.3%,7.7%,23.6%,0.206,1.07,0.285,82.1%,55.0,65.0,2.68,42.8%,,10.4%,12.2%,5.2%,,,29.4%,,423,0.304,603,0.433,272,0.195,95,0.068,96.06,2428.0,0.423,0.0,0.423,0.385,0.192,96.27,2462.0,0.394,0.0,0.408,0.239,0.211,,30.0,1.0,8.1,0.0,1.08,0.0,0.0,1.0,0.0,0.0,107.0,25.0,107.0,1.0
garrett crochet,P,BOS,Hits Allowed,4.5,NYY,base,Fri 7:10 PM,14,6,4,2.35,110,11.25,2.76,4.07,0.82,6.85,27463,31.3%,7.7%,23.6%,0.206,1.07,0.285,82.1%,55.0,65.0,2.68,42.8%,,10.4%,12.2%,5.2%,,,29.4%,,423,0.304,603,0.433,272,0.195,95,0.068,96.06,2428.0,0.423,0.0,0.423,0.385,0.192,96.27,2462.0,0.394,0.0,0.408,0.239,0.211,,,,,,,,,,,,,,,
garrett crochet,P,BOS,Pitcher Strikeouts,8.0,NYY,base,Fri 7:10 PM,14,6,4,2.35,110,11.25,2.76,4.07,0.82,6.85,27463,31.3%,7.7%,23.6%,0.206,1.07,0.285,82.1%,55.0,65.0,2.68,42.8%,,10.4%,12.2%,5.2%,,,29.4%,,423,0.304,603,0.433,272,0.195,95,0.068,96.06,2428.0,0.423,0.0,0.423,0.385,0.192,96.27,2462.0,0.394,0.0,0.408,0.239,0.211,,30.0,1.0,8.1,0.0,1.08,0.0,0.0,1.0,0.0,0.0,107.0,25.0,7.0,0.0
garrett crochet,P,BOS,Pitcher Fantasy Score,40.5,NYY,base,Fri 7:10 PM,14,6,4,2.35,110,11.25,2.76,4.07,0.82,6.85,27463,31.3%,7.7%,23.6%,0.206,1.07,0.285,82.1%,55.0,65.0,2.68,42.8%,,10.4%,12.2%,5.2%,,,29.4%,,423,0.304,603,0.433,272,0.195,95,0.068,96.06,2428.0,0.423,0.0,0.423,0.385,0.192,96.27,2462.0,0.394,0.0,0.408,0.239,0.211,,30.0,1.0,8.1,0.0,1.08,0.0,0.0,1.0,0.0,0.0,107.0,25.0,47.0,1.0
ryan yarbrough,P,NYY,Earned Runs Allowed,2.5,BOS,base,Fri 7:10 PM,14,3,1,4.17,43,8.54,2.58,3.31,1.59,7.74,16502,23.1%,7.0%,16.1%,0.228,1.15,0.258,77.1%,104.0,107.0,4.47,10.9%,,21.3%,22.0%,20.4%,,,25.3%,,179,0.245,333,0.456,154,0.211,65,0.089,88.03,1950.0,0.455,0.0,0.424,0.273,0.273,88.27,1942.0,0.4,0.0,0.4,0.327,0.218,,20.0,1.0,4.2,0.0,1.93,0.0,0.0,1.0,0.0,0.0,78.0,14.0,1.0,0.0
ryan yarbrough,P,NYY,Pitcher Strikeouts,4.0,BOS,base,Fri 7:10 PM,14,3,1,4.17,43,8.54,2.58,3.31,1.59,7.74,16502,23.1%,7.0%,16.1%,0.228,1.15,0.258,77.1%,104.0,107.0,4.47,10.9%,,21.3%,22.0%,20.4%,,,25.3%,,179,0.245,333,0.456,154,0.211,65,0.089,88.03,1950.0,0.455,0.0,0.424,0.273,0.273,88.27,1942.0,0.4,0.0,0.4,0.327,0.218,,20.0,1.0,4.2,0.0,1.93,0.0,0.0,1.0,0.0,0.0,78.0,14.0,3.0,0.0
nick martinez,P,CIN,Pitcher Fantasy Score,27.5,DET,base,Fri 7:10 PM,13,4,6,3.7,53,6.33,1.91,3.31,0.84,8.6,12730,17.5%,5.3%,12.2%,0.253,1.17,0.289,72.3%,86.0,85.0,3.59,22.9%,,,15.0%,20.6%,13.9%,9.0%,18.7%,,332,0.292,532,0.468,216,0.19,57,0.05,92.23,2318.0,0.344,0.0,0.219,0.312,0.219,92.29,2326.0,0.326,0.0,0.393,0.27,0.202,W,24.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,89.0,15.0,43.0,1.0
nick martinez,P,CIN,Hits Allowed,5.5,DET,base,Fri 7:10 PM,13,4,6,3.7,53,6.33,1.91,3.31,0.84,8.6,12730,17.5%,5.3%,12.2%,0.253,1.17,0.289,72.3%,86.0,85.0,3.59,22.9%,,,15.0%,20.6%,13.9%,9.0%,18.7%,,332,0.292,532,0.468,216,0.19,57,0.05,92.23,2318.0,0.344,0.0,0.219,0.312,0.219,92.29,2326.0,0.326,0.0,0.393,0.27,0.202,,,,,,,,,,,,,,,
nick martinez,P,CIN,Earned Runs Allowed,2.5,DET,base,Fri 7:10 PM,13,4,6,3.7,53,6.33,1.91,3.31,0.84,8.6,12730,17.5%,5.3%,12.2%,0.253,1.17,0.289,72.3%,86.0,85.0,3.59,22.9%,,,15.0%,20.6%,13.9%,9.0%,18.7%,,332,0.292,532,0.468,216,0.19,57,0.05,92.23,2318.0,0.344,0.0,0.219,0.312,0.219,92.29,2326.0,0.326,0.0,0.393,0.27,0.202,W,24.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,89.0,15.0,1.0,0.0
nick martinez,P,CIN,Pitches Thrown,91.5,DET,base,Fri 7:10 PM,13,4,6,3.7,53,6.33,1.91,3.31,0.84,8.6,12730,17.5%,5.3%,12.2%,0.253,1.17,0.289,72.3%,86.0,85.0,3.59,22.9%,,,15.0%,20.6%,13.9%,9.0%,18.7%,,332,0.292,532,0.468,216,0.19,57,0.05,92.23,2318.0,0.344,0.0,0.219,0.312,0.219,92.29,2326.0,0.326,0.0,0.393,0.27,0.202,W,24.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,89.0,15.0,89.0,0.0
nick martinez,P,CIN,Pitcher Strikeouts,4.5,DET,base,Fri 7:10 PM,13,4,6,3.7,53,6.33,1.91,3.31,0.84,8.6,12730,17.5%,5.3%,12.2%,0.253,1.17,0.289,72.3%,86.0,85.0,3.59,22.9%,,,15.0%,20.6%,13.9%,9.0%,18.7%,,332,0.292,532,0.468,216,0.19,57,0.05,92.23,2318.0,0.344,0.0,0.219,0.312,0.219,92.29,2326.0,0.326,0.0,0.393,0.27,0.202,W,24.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,89.0,15.0,6.0,1.0
german marquez,P,COL,Pitcher Strikeouts,4.0,ATL,base,Fri 7:15 PM,13,2,8,7.0,41,5.86,3.0,1.95,1.0,12.14,15038,13.9%,7.1%,6.8%,0.315,1.68,0.351,55.3%,153.0,107.0,4.46,30.0%,,,25.6%,2.2%,14.2%,,,28.1%,284,0.282,420,0.417,198,0.196,106,0.105,95.63,2272.0,0.543,0.0,0.371,0.229,0.371,95.35,2229.0,0.525,0.0,0.338,0.238,0.375,,21.0,1.0,5.0,0.0,1.8,0.0,0.0,1.0,0.0,0.0,84.0,15.0,7.0,1.0
german marquez,P,COL,Walks Allowed,1.5,ATL,base,Fri 7:15 PM,13,2,8,7.0,41,5.86,3.0,1.95,1.0,12.14,15038,13.9%,7.1%,6.8%,0.315,1.68,0.351,55.3%,153.0,107.0,4.46,30.0%,,,25.6%,2.2%,14.2%,,,28.1%,284,0.282,420,0.417,198,0.196,106,0.105,95.63,2272.0,0.543,0.0,0.371,0.229,0.371,95.35,2229.0,0.525,0.0,0.338,0.238,0.375,,,,,,,,,,,,,,,
bryce elder,P,ATL,Pitcher Strikeouts,6.0,COL,base,Fri 7:15 PM,10,2,3,4.08,49,7.69,2.51,3.06,1.41,8.01,27779,21.0%,6.9%,14.2%,0.236,1.17,0.266,75.8%,100.0,110.0,4.3,11.8%,,,38.8%,10.4%,39.0%,,,,220,0.245,407,0.454,204,0.227,66,0.074,93.24,2162.0,0.438,0.0,0.531,0.188,0.219,93.15,2156.0,0.511,0.0,0.553,0.128,0.277,,21.0,4.0,3.1,0.0,10.8,0.0,0.0,1.0,0.0,0.0,70.0,10.0,2.0,0.0
adrian houser,P,CWS,Walks Allowed,1.5,TEX,base,Fri 8:05 PM,4,2,1,1.48,20,7.4,2.22,3.33,0.37,7.03,12718,21.5%,6.5%,15.1%,0.218,1.03,0.273,89.0%,37.0,64.0,2.71,21.8%,,,39.4%,13.8%,7.7%,17.3%,,,108,0.287,154,0.41,89,0.237,25,0.066,95.19,2281.0,0.5,0.0,0.294,0.206,0.412,95.1,2263.0,0.5,0.0,0.406,0.172,0.312,,,,,,,,,,,,,,,
adrian houser,P,CWS,Hits Allowed,5.5,TEX,base,Fri 8:05 PM,4,2,1,1.48,20,7.4,2.22,3.33,0.37,7.03,12718,21.5%,6.5%,15.1%,0.218,1.03,0.273,89.0%,37.0,64.0,2.71,21.8%,,,39.4%,13.8%,7.7%,17.3%,,,108,0.287,154,0.41,89,0.237,25,0.066,95.19,2281.0,0.5,0.0,0.294,0.206,0.412,95.1,2263.0,0.5,0.0,0.406,0.172,0.312,,,,,,,,,,,,,,,
adrian houser,P,CWS,Pitching Outs,17.5,TEX,base,Fri 8:05 PM,4,2,1,1.48,20,7.4,2.22,3.33,0.37,7.03,12718,21.5%,6.5%,15.1%,0.218,1.03,0.273,89.0%,37.0,64.0,2.71,21.8%,,,39.4%,13.8%,7.7%,17.3%,,,108,0.287,154,0.41,89,0.237,25,0.066,95.19,2281.0,0.5,0.0,0.294,0.206,0.412,95.1,2263.0,0.5,0.0,0.406,0.172,0.312,W,23.0,1.0,6.0,0.0,1.5,0.0,0.0,1.0,1.0,0.0,92.0,15.0,15.0,0.0
