Player,Position,Team,Prop Type,Prop Value,Opposing Team,Odds Category,Start Time,Opponent Defensive Rating,Home/Away,Season Hit %,Last 10 Hit Percentage,GP (Season Stats),PPG (Season Stats),RPG (Season Stats),APG (Season Stats),SPG (Season Stats),BPG (Season Stats),FGM (Season Stats),FGA (Season Stats),3PM (Season Stats),3PA (Season Stats),FTM (Season Stats),FTA (Season Stats),OREB (Season Stats),DREB (Season Stats),TPG (Season Stats),GP (Last 5 Season),PPG (Last 5 Season),RPG (Last 5 Season),APG (Last 5 Season),SPG (Last 5 Season),BPG (Last 5 Season),FGM (Last 5 Season),FGA (Last 5 Season),3PM (Last 5 Season),3PA (Last 5 Season),FTM (Last 5 Season),FTA (Last 5 Season),OREB (Last 5 Season),DREB (Last 5 Season),TPG (Last 5 Season),GP (Last 10 Season),PPG (Last 10 Season),RPG (Last 10 Season),APG (Last 10 Season),SPG (Last 10 Season),BPG (Last 10 Season),FGM (Last 10 Season),FGA (Last 10 Season),3PM (Last 10 Season),3PA (Last 10 Season),FTM (Last 10 Season),FTA (Last 10 Season),OREB (Last 10 Season),DREB (Last 10 Season),TPG (Last 10 Season),GP (H2H Current Season),PPG (H2H Current Season),RPG (H2H Current Season),APG (H2H Current Season),SPG (H2H Current Season),BPG (H2H Current Season),FGM (H2H Current Season),FGA (H2H Current Season),3PM (H2H Current Season),3PA (H2H Current Season),FTM (H2H Current Season),FTA (H2H Current Season),OREB (H2H Current Season),DREB (H2H Current Season),TPG (H2H Current Season),GP (Last 10 H2H),PPG (Last 10 H2H),RPG (Last 10 H2H),APG (Last 10 H2H),SPG (Last 10 H2H),BPG (Last 10 H2H),FGM (Last 10 H2H),FGA (Last 10 H2H),3PM (Last 10 H2H),3PA (Last 10 H2H),FTM (Last 10 H2H),FTA (Last 10 H2H),OREB (Last 10 H2H),DREB (Last 10 H2H),TPG (Last 10 H2H)
Aaron Nesmith,G-F,IND,pts+asts,12.5,OKC,base,Thu 8:40 PM,107.5,N/A,48.9%,22.2%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,personal fouls,3.5,OKC,base,Thu 8:40 PM,107.5,N/A,20.0%,0%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,rebounds,4.5,OKC,base,Thu 8:40 PM,107.5,N/A,42.2%,11.1%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,offensive rebounds,0.5,OKC,base,Thu 8:40 PM,107.5,N/A,57.8%,44.4%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,points,11.5,OKC,base,Thu 8:40 PM,107.5,N/A,53.3%,22.2%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,pts+rebs+asts,17.5,OKC,base,Thu 8:40 PM,107.5,N/A,42.2%,22.2%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,pts+rebs,16.5,OKC,base,Thu 8:40 PM,107.5,N/A,42.2%,22.2%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,3-pt attempted,5.0,OKC,base,Thu 8:40 PM,107.5,N/A,31.1%,33.3%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,fantasy score,20.5,OKC,base,Thu 8:40 PM,107.5,N/A,91.1%,0%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,fg attempted,9.0,OKC,base,Thu 8:40 PM,107.5,N/A,28.9%,33.3%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Bennedict Mathurin,G-F,IND,fg attempted,6.0,OKC,base,Thu 8:40 PM,107.5,N/A,90.3%,100.0%,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,5,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,3,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3
Bennedict Mathurin,G-F,IND,personal fouls,1.5,OKC,base,Thu 8:40 PM,107.5,N/A,68.1%,0%,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,5,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,3,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3
Bennedict Mathurin,G-F,IND,pts+rebs+asts,11.0,OKC,base,Thu 8:40 PM,107.5,N/A,90.3%,100.0%,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,5,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,3,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3
Bennedict Mathurin,G-F,IND,pts+asts,8.5,OKC,base,Thu 8:40 PM,107.5,N/A,87.5%,100.0%,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,5,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,3,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3
Bennedict Mathurin,G-F,IND,pts+rebs,9.5,OKC,base,Thu 8:40 PM,107.5,N/A,90.3%,100.0%,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,5,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,3,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3
Bennedict Mathurin,G-F,IND,fg made,2.5,OKC,base,Thu 8:40 PM,107.5,N/A,88.9%,100.0%,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,5,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,3,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3
Bennedict Mathurin,G-F,IND,two pointers attempted,4.0,OKC,base,Thu 8:40 PM,107.5,N/A,95.8%,0%,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,5,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,3,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3
Bennedict Mathurin,G-F,IND,points,7.5,OKC,base,Thu 8:40 PM,107.5,N/A,90.3%,100.0%,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,5,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,3,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3
Bennedict Mathurin,G-F,IND,free throws attempted,2.5,OKC,base,Thu 8:40 PM,107.5,N/A,58.3%,0%,72,16.1,5.3,1.9,0.7,0.3,5.4,11.8,1.4,4.0,3.8,4.6,1.2,4.1,1.9,5,9.8,2.8,1.0,0.0,0.0,2.4,4.6,0.4,1.2,4.6,4.8,0.4,2.4,1.2,10,10.4,2.1,0.6,0.1,0.1,2.8,5.3,0.6,1.9,4.2,4.4,0.5,1.6,1.0,1.0,18.0,6.0,3.0,0.0,1.0,5.0,13.0,2.0,5.0,6.0,8.0,2.0,4.0,1.0,3,15.3,5.0,1.0,0.0,0.3,4.7,10.3,2.0,4.7,4.0,5.0,1.3,3.7,1.3
Isaiah Joe,G,OKC,pts+rebs,4.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,100.0%,74,10.2,2.6,1.6,0.6,0.1,3.5,7.9,2.6,6.3,0.6,0.8,0.6,2.1,0.5,5,5.0,2.6,0.4,0.2,0.4,1.6,3.6,1.0,2.6,0.8,1.0,0.2,2.4,0.2,10,3.5,1.7,0.4,0.3,0.2,1.1,2.8,0.6,2.0,0.7,0.9,0.2,1.5,0.1,2.0,12.0,3.5,1.0,0.0,0.0,4.5,8.5,3.0,7.0,0.0,0.0,1.0,2.5,0.5,8,10.0,2.8,1.0,1.0,0.1,3.4,7.6,2.4,6.0,0.9,1.0,0.6,2.1,0.3
Isaiah Joe,G,OKC,points,3.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,100.0%,74,10.2,2.6,1.6,0.6,0.1,3.5,7.9,2.6,6.3,0.6,0.8,0.6,2.1,0.5,5,5.0,2.6,0.4,0.2,0.4,1.6,3.6,1.0,2.6,0.8,1.0,0.2,2.4,0.2,10,3.5,1.7,0.4,0.3,0.2,1.1,2.8,0.6,2.0,0.7,0.9,0.2,1.5,0.1,2.0,12.0,3.5,1.0,0.0,0.0,4.5,8.5,3.0,7.0,0.0,0.0,1.0,2.5,0.5,8,10.0,2.8,1.0,1.0,0.1,3.4,7.6,2.4,6.0,0.9,1.0,0.6,2.1,0.3
Chet Holmgren,C-F,OKC,offensive rebounds,2.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,33.3%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,fg made,6.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,33.3%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,two pointers made,5.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,3-pt attempted,4.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,100.0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,pts+rebs,26.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,33.3%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,fantasy score,36.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,rebounds,9.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,66.7%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,points,16.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0.0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,assists,1.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,66.7%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,rebs+asts,11.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,66.7%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,fg attempted,12.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,66.7%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,free throws made,3.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,steals,0.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0.0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,personal fouls,2.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,two pointers attempted,8.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
